BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia
704,96123655,Fox Engineering LLC,1412 317th Ave NE,,Cambridge,MN,55008,USA,7636890810,cfox@foxengineeringllc.com,http://www.foxengineeringllc.com,60335-000,Engineering Contractors - General,1/1/1988 0:00,,FALSE,A+,100,7,,FALSE,Micro-small,FALSE,2/20/2022 9:00,BBB
704,96153197,"The Haagen-Dazs Shoppe Company, Inc.",500 Washington Ave S,Ste 2040,Minneapolis,MN,55415,USA,6123373300,michael.levitz@us.nestle.com,http://www.haagendazsshoppecompany.com/,50544-000,Restaurants,7/11/1983 0:00,,FALSE,A+,100,20,,FALSE,Small,FALSE,1/24/2023 8:58,BBB
704,96145658,"Corky&#39;s Towing, Inc",4040 Washington Ave N,,Minneapolis,MN,55412,USA,6129191106,loonielake@aol.com,http://www.corkystowing.com,60891-000,Towing - Automotive,7/20/2000 0:00,,FALSE,A+,100,5,0,FALSE,Small,FALSE,12/13/2022 9:03,BBB
704,96138085,Snowland Freight Service,1270 Northland Dr STE 140,,Saint Paul,MN,55120,USA,6514557456,,http://www.snowlandfreight.com,70640-000,Trucking,1/1/1998 0:00,,FALSE,A+,100,6,0,FALSE,Small,FALSE,2/25/2022 9:45,BBB
704,1000026319,M2 Productions,1196 Tyler St S ,,Shakopee,MN,55379,USA,2184100116,,http://www.msquaredpro.com,85308-100,Videographers - Wedding,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,11/14/2022 9:09,BBB
704,1000056721,MN Cleaning & Restoration LLC,15322 66th Ave,,Kimball,MN,55353,USA,6517771100,minnesotacandr@gmail.com,https://minnesotacandr.com/,85306-110,Carpet Cleaning,9/24/2018 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,11/17/2022 9:22,BBB
704,96569748,"Pro Start Construction, LLC",11956 Castle Rock Ct N,,Champlin,MN,55316,USA,7632052254,info@prostartconstruction.com,http://www.prostartconstruction.com,10035-000,Contractors - General,12/17/2014 0:00,,TRUE,A+,100,3,0,FALSE,Micro-small,FALSE,10/4/2022 8:07,BBB
704,1000001499,Cloud 9 Spa & Salon ,108  1st  Ave SW,,Rochester,MN,55902,USA,5072886689,massagecloud99@gmail.com,http://www.massagecloud9.com,60542-000,Massage Therapeutic,,,FALSE,A+,99.31,1,0,FALSE,Micro-small,FALSE,2/1/2020 4:31,BBB
704,96373291,Cem-Con Corporation,46278 Government Rd,,Harris,MN,55032,USA,6514700531,cemconinc@gmail.com,https://cem-con-corporation.business.site,10032-000,Concrete Contractors,3/29/1979 0:00,,FALSE,A+,100,5,0,FALSE,Micro-small,FALSE,1/5/2023 9:23,BBB
704,96220049,Rodman Welding & Manufacturing Inc,Po Box 339,,Jasper,MN,56144,USA,5073484133,rodmanap@rodmanwelding.com,http://rodmanwelding.com,60948-000,Welding,8/30/2010 0:00,8/15/2022 0:00,FALSE,NR,0,5,0,FALSE,Micro-small,FALSE,8/16/2022 8:21,BBB
704,1000060775,Wrapix Designs LLC ,1216 Birchwood Dr,,Proctor,MN,55810,USA,2185425655,,http://wrapixdesigns.com,60095-000,Auto Customizing,,,FALSE,NR,0,1,,FALSE,Micro-small,FALSE,2/2/2023 8:53,BBB
704,96025839,"Laser Sharp, Inc.",111 19th St W,,Hastings,MN,55033,USA,,,http://www.lasersharpinc.com,30539-000,Printing Supplies,1/1/1990 0:00,7/7/2017 0:00,FALSE,NR,0,2,,FALSE,Micro-small,FALSE,7/13/2020 3:58,BBB
704,96161732,Hollywood Premier Searchlight,2827 Stevens Ave,,Minneapolis,MN,55408,USA,6128741303,,http://www.hollywoodpremieresearchlight.com,50456-000,Night Clubs,1/1/1984 0:00,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,12/25/2020 3:51,BBB
704,96083947,D&S Construction,547 Burr Oak Place,,Rice Lake,WI,54868,USA,7634419110,doug1@d-sco.com,http://www.d-sco.com,10177-000,Construction & Remodeling Services,1/1/2006 0:00,,FALSE,A+,100,2,,FALSE,Micro-small,FALSE,8/4/2022 8:30,BBB
704,96150647,"Crossroads Properties, Inc.",7300 Hudson Blvd N Ste 210,,Oakdale,MN,55128,USA,6517310708,,http://www.crossroadsproperties.net,60732-000,Property Management,1/1/1990 0:00,,FALSE,A+,100,5,0,FALSE,Micro-small,FALSE,3/16/2022 8:51,BBB
704,96153427,Countryside Services,6228 Highway 10 NW,,Anoka,MN,55303,USA,7634414943,countrysideservices@yahoo.com,http://www.countrysideservicesmn.com,10050-000,Excavating Contractors,9/21/2021 0:00,,FALSE,A-,93.4,15,,FALSE,Micro-small,FALSE,1/31/2023 8:46,BBB
704,1000019747,Pennie Overalls&#39; Cleaning Service LLC,404 E 48th St,,Minneapolis,MN,55419,USA,6125670487,cleaning@pennieoveralls.com,http://www.pennieoveralls.com/,66002-000,Cleaning Services,1/28/2013 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,7/20/2022 9:11,BBB
704,21004900,Sleep Concepts Inc,7464 Lakeland Ave N,,Brooklyn Center,MN,55428,USA,7635331500,mail@sleepconcepts.com,http://www.sleepconcepts.com,50067-000,Bedding,,,FALSE,A+,100,1,,FALSE,Small,FALSE,1/14/2022 9:29,BBB
704,96383537,Woodworth Painting & Staining,502 25th Ave N,,Fargo,ND,58102,USA,7017307054,woodworthpainting@gmail.com,http://www.facebook.com/Justins.painting,10095-000,Painting Contractors,5/24/2013 0:00,1/1/2019 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,1/7/2022 14:13,BBB
704,8001491,Anderson & Fercho Pllc,3209 Fiechtner Dr S Ste 6,,Fargo,ND,58103,USA,7012358095,info@hagakommer.com,https://www.hagakommer.com/,60004-000,Accountants - Certified Public,1/1/1997 0:00,6/21/2021 0:00,FALSE,NR,0,2,0,FALSE,Micro-small,FALSE,7/21/2021 5:18,Email
704,20619,Collage Video Specialties Inc,5390 Main St NE,,Minneapolis,MN,55421,USA,2014644921,collage@collagevideo.com,https://www.collagevideo.com/,50411-000,Mail Order & Catalog Shopping,1/1/1986 0:00,,FALSE,NR,0,21,,FALSE,Large,FALSE,11/17/2022 9:21,BBB
704,1000048235,D&D Electric LLC,8334 Decathelon Drive,,Spicer,MN,56288,USA,3208942900,dndelectricity@gmail.com,https://www.facebook.com/profile.php?id=100066353297093,10035-500,Electricians - Residential,2/24/2021 0:00,,FALSE,A,94.66,3,,FALSE,Micro-small,FALSE,1/6/2023 9:13,BBB
704,96009410,Geroy&#39;s Building Center,31043 County Road 28,,Roseau,MN,56751,USA,2184633060,kgeroy@geroys.com,http://www.geroys.com,50110-000,Building Materials,1/1/1985 0:00,,FALSE,A+,100,22,,FALSE,Small,FALSE,1/28/2023 8:47,BBB
704,96152376,Baier's Engine Service,2915 20th St SE,,Rochester,MN,55904,USA,5072825586,jimbaier@aol.com,http://www.baiersengine.com,60101-000,Auto Machine Shops,3/1/1975 0:00,,FALSE,A+,100,3,0,FALSE,Micro-small,FALSE,5/21/2022 8:15,BBB
704,96346801,Woods by Designs,6118 White Pine Circle,,Rochester,MN,55901,USA,5072722472,woodsbydesigns@gmail.com,http://www.woods-by-designs.com,15035-000,Handyman Services,9/1/2010 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,1/30/2022 9:16,BBB
704,96109733,Sund Design,2308 Pointe Loop,,Bismarck,ND,58503,USA,7012586476,sunddesign@sunddesign.com,http://www.sunddesign.com,60413-000,Graphic Designers,6/24/2004 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,12/17/2021 4:16,BBB
704,21003624,"Skyline Display, Inc",3355 Discovery Rd,,Saint Paul,MN,55121,USA,6512346000,timbrengman@skyline.com,http://www.skyline.com,30161-000,Display Designers & Producers,12/22/1980 0:00,,FALSE,A+,100,300,,FALSE,Medium,FALSE,7/21/2020 3:56,BBB
704,1000027135,Elevated Camera, 200 Forest Ave E,,Mora,MN,55051,USA,6124659436,hello@elevatedcam.com,http://elevatedcam.com/contact/,85308-000,Videographers,1/11/2018 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,6/8/2022 8:47,BBB
704,23001343,N.A.T.C.O. Transmission,24612 Ulysses St NE,,Bethel,MN,55005,USA,7634444646,natcotrans@aol.com,http://www.natcotrans.com,60902-000,Transmissions - Automobile,2/8/1988 0:00,,TRUE,A+,100,4,,FALSE,Micro-small,FALSE,11/30/2022 9:26,BBB
704,96110601,Empty the Nest Inc,1000 Boone Ave N Ste 320,,New Hope,MN,55427,USA,6129980102,hope@emptythenest.net,https://www.emptythenest.net/,50655-000,Thrift Shops,7/3/2006 0:00,,FALSE,A+,97,1,,FALSE,Micro-small,FALSE,8/5/2022 8:38,BBB
704,96052083,"13 Below Consulting, LLC",8646 Eagle Creek Cir,Ste 211,Savage,MN,55378,USA,8777707794,info@fii-inc.com,http://www.13below.com,60246-000,Computers - Sys Designers & Consult,4/7/2006 0:00,,FALSE,A+,100,10,,FALSE,Small,FALSE,12/10/2021 4:11,BBB
704,1000003698,Juice Plus,929 Eastwood Ln,,Anoka,MN,55303,USA,7639234820,kayludwig48@gmail.com,http://kayludwig.juiceplus.com/content/JuicePlus/en.html,60429-200,Health & Wellness,3/17/2005 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,12/24/2022 8:49,BBB
704,1000001273,Downtown Dental Care of Duluth,324 W Superior St Ste 828,,Duluth,MN,55802,USA,2187223679,,http://www.dentalcareduluth.com,60289-000,Dentists,1/1/2007 0:00,,FALSE,A+,100,4,0,FALSE,Micro-small,FALSE,10/28/2022 8:24,BBB
704,96383082,"Steck&#39;s Handyman, LLC",611 14th Ave SE,,Jamestown,ND,58401,,7016591054,davidsteckler75@yahoo.com,https://www.facebook.com/steckshandyman/,15035-000,Handyman Services,2/13/2012 0:00,,TRUE,A+,100,3,,FALSE,Micro-small,FALSE,2/9/2023 9:11,BBB
704,96366592,Dennis Hagen Estate Sales,410 Groveland Ave Apt 104,,Minneapolis,MN,55403,USA,6128740148,,http://dennishagenestatesales.com/index.htm,60350-000,"Estates - Appraisals, Sales & Auctions",6/14/2012 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,9/22/2021 4:11,BBB
704,96086064,Cedar 94 Apartments LP,2220 E Franklin Ave,,Minneapolis,MN,55404,USA,6123385275,cedars94@thegoodmangroup.com,https://www.mycedars94home.com/,60042-000,Apartments,1/1/1970 0:00,,FALSE,A+,100,10,,FALSE,Small,FALSE,7/8/2022 12:23,BBB
704,1000002554,Floortapestore.com,7635 W 148th St W,,Apple Valley,MN,55124,USA,8443566782,info@floortapestore.com,http://floortapestore.com,70644-000,Warehouses - Merchandise,4/1/2010 0:00,,FALSE,A+,100,1,0,FALSE,Small,FALSE,3/9/2022 10:13,BBB
704,1000061530,Scandia Signs and Awnings,13859 Scandia Trl N,,Scandia,MN,55073,USA,3202929000,scandiasignsandawnings@gmail.com,https://www.scandiasignsandawnings.com,50047-000,Awnings & Canopies,6/19/2019 0:00,,TRUE,A+,99.07,1,,FALSE,Micro-small,FALSE,2/2/2023 8:53,BBB
704,9000873,"International Adoption Services, Inc.",4570 W 77th St Ste 220,Suite 100,Bloomington,MN,55435,USA,9528931343,info@ias-ww.com,http://www.ias-ww.com/,60009-000,Adoption Services,10/15/1991 0:00,,TRUE,A+,100,7,,FALSE,Micro-small,FALSE,2/2/2023 8:52,BBB
704,14003739,International Catering Inc,275 Market St Ste C25,,Minneapolis,MN,55405,USA,6123398322,,http://www.atriumcatering.com,50138-000,Caterers,1/1/1983 0:00,,FALSE,A+,100,70,,FALSE,Small,FALSE,5/29/2020 3:57,BBB
704,96039209,"Southfork Animal Hospital, P.A.",17445 Kenrick Ave,,Lakeville,MN,55044,USA,9528927970,craig@southforkvet.com,http://www.southforkvet.com,00222-000,Veterinarians,4/10/1989 0:00,,FALSE,A+,100,12,0,FALSE,Micro-small,FALSE,8/10/2021 4:18,BBB
704,1000031637,Blue Wave Massage,4553 9th Ave. SW Suite 3,,Fargo,ND,58103,USA,7012616025,alyssasinner@gmail.com,https://bluewavemassage.biz,60543-000,Massage Therapists,10/1/2015 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,10/27/2022 8:14,BBB
704,96020019,Beacon Accounts Management,1100 4th Ave E # 270,,Shakopee,MN,55379,USA,9522332011,bam@beaconaccounts.com,http://www.beaconaccounts.com,20040-000,Insurance Claim Processing Services,1/1/2000 0:00,,FALSE,A+,100,6,,FALSE,Micro-small,FALSE,10/13/2022 8:22,BBB
704,96085377,Advanced Biomedical Technologies,1461 Skyline Rd,,Eagan,MN,55121,USA,6516810198,agacrist@gmail.com,http://www.advbiomed.com,60971-000,Health & Medical - General,1/1/1982 0:00,,FALSE,A+,100,5,,FALSE,Small,FALSE,10/27/2021 4:17,BBB
704,96160921,Hazelton Family Dentistry PA,677 Anne St NW # F,,Bemidji,MN,56601,USA,2183338668,hazdds@paulbaryon.net,http://www.hazeltonfamilydentistry.com,60289-000,Dentists,8/1/2008 0:00,,FALSE,A+,100,4,,FALSE,Micro-small,FALSE,8/27/2021 4:04,BBB
704,96119120,Lighthouse Farm,PO Box 192,,Princeton,MN,55371,USA,7633890554,info@lighthousefarm.com,http://www.lighthousefarm.com,00128-000,Farms,,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,6/3/2022 9:02,BBB
704,14004212,Great River Energy,12300 Elm Creek Blvd N,,Maple Grove,MN,55369,USA,7634455000,tlacanne@grenergy.com,http://www.greatriverenergy.com,70544-000,Electric Companies,12/10/1998 0:00,,FALSE,A+,100,800,0,FALSE,Large,FALSE,8/11/2022 8:29,BBB
704,96144264,Rock Art,2 11th Ave NW,,Minot,ND,58703,USA,7018396495,laolson@srt.com,https://www.srt.com/,60065-000,Artists - Commercial,1/1/1989 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,3/6/2022 9:22,Email
704,96376990,Mayne Design LLC,1910 Stanford Ave,,Duluth,MN,55811,USA,2183414070,info@maynedesign.net,http://mayne.design,60413-000,Graphic Designers,4/21/2004 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,9/24/2021 3:48,BBB
704,96321507,"Charlie and Company Design, LLC",212 3rd Ave N Ste 356,,Minneapolis,MN,55401,USA,6123332246,charlie@charlieandcodesign.com,http://charlieandcodesign.com,60413-000,Graphic Designers,10/29/2009 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,9/22/2022 8:55,BBB
704,43001647,AW Technology,2020 Silver Bell Rd,,Eagan,MN,55122,USA,6514548900,sales@awtech.com,http://www.awtech.com/,60246-000,Computers - Sys Designers & Consult,1/1/1986 0:00,,FALSE,A+,100,11,0,FALSE,Micro-small,FALSE,12/23/2020 12:15,BBB
704,1000006653,Pine County Nursery,911 e main st,,Valley City,ND,58072,USA,7018455550,dane@pinecountynursery.com,http://www.pinecountynursery.com,80507-000,Nurserymen Equipment & Supplies,3/29/2000 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,11/10/2020 4:01,BBB
704,1000048119, Northern Print Co. Inc.,"13 Minnesota Ave E, ",PO Box 94,Glenwood,MN,56334,USA,3204919540,mitch@hcinet.net,https://northernprintco.com/,50576-000,Shirts - Custom Made,7/19/2004 0:00,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,5/15/2022 8:13,BBB
704,1000007946,Hancock Concrete,17 Atlantic Ave,,Hancock,MN,56244,USA,3203925207,,http://www.hancockconcrete.com,50180-000,Concrete Products,9/23/2009 0:00,,FALSE,A+,100,320,0,FALSE,Medium,FALSE,9/5/2020 4:10,BBB
704,6000050,Anderson & Koch Ford Inc,5577 Saint Croix Trl,,North Branch,MN,55056,USA,6516744465,anderson@mcg.net,http://www.andersonandkochford.com,50039-000,Auto Dealers - New Cars,12/26/1963 0:00,,FALSE,A+,100,41,0,FALSE,Medium,FALSE,2/8/2023 9:27,BBB
704,96025066,Emerald Capital Solutions,PO Box 46392,,Plymouth,MN,55446,USA,7637423031,info@emeraldcapitalsolutions.com,http://www.emeraldcapitalsolutions.com,20085-000,Financial Services,5/1/2005 0:00,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,8/7/2021 4:09,BBB
704,96019666,Team Parking,1465 Davern St,,Saint Paul,MN,55116,USA,6516901259,pnjhjs@aol.com,http://www.teamparking.com,60640-000,Parking Facilities,1/1/1997 0:00,,FALSE,A+,100,26,0,FALSE,Large,FALSE,2/10/2022 9:44,BBB
704,96344427,"Knutson Custom Remodelers, LLC",4745 Vincent Ave S,,Minneapolis,MN,55410,USA,6127199015,mknutson3@comcast.net,http://www.knutsoncustomremodelers.com,10035-000,Contractors - General,1/1/1974 0:00,,TRUE,A+,100,1,0,FALSE,Micro-small,FALSE,1/31/2023 8:46,BBB
704,96105785,Enterprise Network Systems,3140 Neil Armstrong Blvd # 330,,Saint Paul,MN,55121,USA,6516839141,tom@ens.net,http://www.ens.net,60281-000,Data Systems - Consultants & Designers,11/1/1993 0:00,,FALSE,A+,100,4,,FALSE,Micro-small,FALSE,7/13/2021 4:13,BBB
704,96007256,"Simons Landscaping, Inc.",134 13th Ave S,,South Saint Paul,MN,55075,USA,6514515877,,http://www.simons-landscaping.com,00155-103,Landscape Maintenance,1/1/1999 0:00,,FALSE,A+,100,3,,FALSE,Micro-small,FALSE,1/10/2023 22:12,BBB
704,96096250,Sargent's Nursery Inc,3352 N Service Dr,,Red Wing,MN,55066,USA,6513883847,juliep@sargentsnursery.com,http://www.sargentsnursery.com,50460-000,"Nurseries - Plants, Trees",1/1/1984 0:00,,FALSE,A+,100,55,,FALSE,Large,FALSE,11/11/2020 4:55,BBB
704,36001017,"Gordy&#39;s Premier Auto Glass, Inc",2134 Vermillion St,,Hastings,MN,55033,USA,6514687327,premierautoglass@gmail.com,http://www.gordysautoglass.com,60990-000,"Auto Repair - Windshield, Glass Shops",1/1/1972 0:00,,FALSE,A+,100,7,0,FALSE,Small,FALSE,10/11/2022 8:01,BBB
704,96012382,"TR Salvage, Inc.",PO Box 352,,Thief River Falls,MN,56701,USA,2186818221,trsalv@mncable.net,http://www.trsalvage.com,80284-000,Farm Equipment - Repair & Parts,4/1/1987 0:00,,TRUE,A+,100,5,,FALSE,Micro-small,FALSE,4/7/2022 9:01,BBB
704,24000170,Emergency Lite Service Center,2525 Nevada Ave N Ste 308,,Minneapolis,MN,55427,USA,7635423155,avriziv@yahoo.com,https://www.emergencylighting.com/,50394-000,Lighting Fixtures - Retail,1/6/1986 0:00,,FALSE,A+,100,4,0,FALSE,Small,FALSE,12/2/2022 9:28,BBB
704,1000057900,Caring Hearts at Home LLC,2000 Balsam Ln,,Rockford,MN,55373,USA,6127203600,caringheartathome@gmail.com,http://www.caringheartsathome.com,60441-000,Home Health Services,9/21/2010 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,9/22/2022 8:56,BBB
704,45000219,Radco,14336 Dellwood Dr,,Baxter,MN,56425,USA,2188291447,dluithle@radco.com,https://radco.com,50685-100,Truck accessories,11/16/1994 0:00,,TRUE,A+,100,65,0,FALSE,Small,FALSE,10/28/2022 8:23,BBB
704,1000025637,Simply Self Storage,9913 214th St W,,Lakeville,MN,55044,USA,9529851414,,https://www.simplyss.com/minnesota/lakeville-self-storage/,70610-000,Storage Units - Household & Commercial,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,11/25/2022 9:02,BBB
704,1000002322,Dellwood Hills Golf Club,29 Highway 96 E,,Dellwood,MN,55110,USA,6514263218,michelle@dellwoodcountryclub.com,http://www.dellwoodcountryclub.com/,60409-000,Golf Courses - Private,4/9/1974 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,6/29/2019 4:11,BBB
704,1000002630,Lee Branding Inc,945 Broadway St Ne Ste 280,,Minneapolis,MN,55413,USA,6128438477,contact@leebranding.com,http://www.leebranding.com/,60539-100,Brand Development,11/3/2008 0:00,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,12/9/2022 9:20,BBB
704,96016544,Pizza Plus,769 Enterprise Dr E,,Belle Plaine,MN,56011,USA,9528736504,pizza.plus@hotmail.com,http://www.lovepizzaplus.com,50544-000,Restaurants,8/15/2004 0:00,,FALSE,A+,100,20,,FALSE,Large,FALSE,7/7/2021 4:58,BBB
704,1000006745,Green Home Inspections,1525 6th St S,,Fargo,ND,58103,USA,7013712793,ghifargo@gmail.com,https://www.ghifargo.com/,60469-000,Home Inspection Service,11/4/2015 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,5/11/2022 8:37,BBB
704,1000016103,"Sewing Seeds Embroidery, Uniforms and Apparel, LLC",3607 50th Ave N,,Crystal,MN,55429,USA,7635338188,,https://sewingseeds.biz/,30198-000,Embroidery,3/20/2017 0:00,,FALSE,A+,98.55,1,0,FALSE,Micro-small,FALSE,8/20/2020 4:00,BBB
704,96370774,Get ER Done Handy Man LLC,PO Box 52,,Watkins,MN,55389,USA,3204928264,danny@geterdonehandy.com,http://www.geterdonehandy.com,10035-000,Contractors - General,,6/23/2016 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,8/2/2022 8:44,BBB
704,96352998,Sweet Basil,9310 Zane Ave N,,Minneapolis,MN,55443,USA,7633917362,,http://www.sweetbasilcuisine.com,50544-000,Restaurants,1/1/2006 0:00,,FALSE,A+,100,4,,FALSE,Micro-small,FALSE,1/16/2021 3:51,BBB
704,25002005,Rayus Radiology,166 19th St S Ste 100,,Sartell,MN,56377,USA,9525428553,dnagorski@cdirad.com,https://rayusradiology.com/,61011-100,Medical Diagnostic Testing Facilities,7/5/1993 0:00,,FALSE,A+,100,47,0,FALSE,Small,FALSE,8/31/2022 8:58,BBB
704,1000003885,Soul Studio,6333 Cambridge St Ste 104,,St Louis Park,MN,55416,USA,6129862922,soulstudiomn@gmail.com,http://www.soulstudiomn.com,60946-000,Weight Control Services,1/20/2016 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,9/14/2022 8:40,BBB
704,96568016,WSN Construction Services LLC,8257 E River Rd,,Minneapolis,MN,55432,USA,6519005639,,http://www.wsnconstructionservicesllc.com/,10024-000,Caulking Contractors,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,6/5/2022 8:17,BBB
704,96223854,Minnesota Steam Way,4958 County Road 8 SE,,Saint Cloud,MN,56304,USA,3202532953,,http://www.mnsteamway.com,60184-000,Carpet & Rug Cleaners,1/1/2003 0:00,,FALSE,NR,0,2,,FALSE,Micro-small,FALSE,12/7/2022 9:09,BBB
704,1000006683,Spark Salon,16330 County Road 30,,Osseo,MN,55311,USA,7634789800,sparksalonstyle@gmail.com,http://www.sparksalonstyle.com/,60134-000,Beauty Salons,7/18/2014 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,1/12/2023 8:54,BBB
704,96151557,Antares Information Technology Services,8481 Jefferson Hwy,,Maple Grove,MN,55369,USA,7636570600,mdrag@antares.pro,http://www.antares.pro,60246-000,Computers - Sys Designers & Consult,1/1/2006 0:00,,FALSE,A+,100,10,0,FALSE,Micro-small,FALSE,9/24/2022 9:02,BBB
704,42000317,D. E. Construction Company,12907 Bayview Rd,,South Haven,MN,55382,USA,7632864745,deconstco@izoom.net,http://www.deconstco.com,10035-000,Contractors - General,4/1/1983 0:00,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,5/26/2022 8:10,BBB
704,13000650,Minnesota Computers LLC,5000 Winnetka Ave N,,Minneapolis,MN,55428,USA,7635770803,raymond@minnesotacomputers.com,http://www.minnesotacomputers.com,50173-000,Computers - Dealers,6/1/1999 0:00,,FALSE,A+,100,30,0,FALSE,Small,FALSE,8/19/2022 8:08,BBB
704,1000035995,Wells Fargo Bank Minnesota,4284 Main St,,Pequot Lakes,MN,56472,USA,2185684025,carolyn.h.roby@wellsfargo.com,http://www.wellsfargo.com,20003-000,Banks,1/1/1929 0:00,,FALSE,NR,0,16600,0,FALSE,Giant,FALSE,6/1/2022 21:29,BBB
704,96115927,Custom Window Designs LLC,136 S Broadway,,Wells,MN,56097,USA,5075533465,cwdesigns@bevcomm.net,http://www.miwd.com,50737-000,Windows,1/1/2007 0:00,,FALSE,C+,77,3,,FALSE,Micro-small,FALSE,10/24/2021 3:54,BBB
704,1000056549,"Truline Contracting, LLC",6016 Main St,,Rockford,MN,55373,USA,6127900539,rustin@buildwithtruline.com,https://www.buildwithtruline.com,10013-000,Building Contractors,10/10/2021 0:00,,TRUE,A-,92.52,1,,FALSE,Micro-small,FALSE,10/13/2022 8:23,BBB
704,96011632,Civil Action Group,7800 Glenroy Rd,,Minneapolis,MN,55439,USA,9528317776,,http://www.civilactiongroup.com,60509-000,Legal Services Plans,3/10/2005 0:00,,FALSE,A+,100,4,,FALSE,Small,FALSE,1/14/2022 9:29,BBB
704,1000020071,Dan Borland Videography LLC,929 Bridge Ave,,Albert Lea,MN,56007,USA,5073910571,danborland@hotmail.com,http://www.danborlandvideo.com/danborlandvideo.com/reviews.html,60657-000,Photographers - Commercial,4/14/2010 0:00,8/16/2021 0:00,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,8/18/2021 5:26,BBB
704,1000001309,Nathan Corder Construction LLC,381 Three Havens Dr NE,,Alexandria,MN,56308,USA,3208153692,nathan@nccmn.com,http://nccmn.com/,10035-000,Contractors - General,4/21/2009 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,3/24/2021 4:31,BBB
704,1000018015,Wild Mind Artisan Ales,6031 Pillsbury Ave S,,Minneapolis,MN,55419,USA,6123454514,,https://www.wildmindales.com/,50544-000,Restaurants,,,FALSE,NR,0,1,0,FALSE,Micro-small,FALSE,4/15/2022 8:42,BBB
704,96115005,Jet Black,22648 172nd St NW,,Big Lake,MN,55309,USA,7638563500,,http://www.jet-black.com,85295-000,Seal Coating,4/1/2004 0:00,3/4/2021 0:00,FALSE,NR,0,3,,FALSE,Micro-small,FALSE,12/21/2022 9:21,BBB
704,96152558,"Schlangen's Custom Cabinets, Inc.",550 Meeker Ave E,,Eden Valley,MN,55329,USA,3204532718,sean@schlangenscabinets.com,http://www.schlangenscabinets.com,50121-000,Cabinets,6/1/1995 0:00,,FALSE,A+,100,18,0,FALSE,Small,FALSE,5/12/2021 4:36,BBB
704,96363970,Advantage Wellness,124 W Main St Ste 4,,Waconia,MN,55387,USA,9524427075,info@advantagewellness.com,http://www.advantagewellness.com,60429-200,Health & Wellness,,,FALSE,A+,100,,,FALSE,Micro-small,FALSE,12/3/2020 4:10,BBB
704,96297797,"VanStarr Interprises, LLC",PO Box 471,,River Falls,WI,54022,USA,6514898939,rick@armchaps.com,http://www.armchaps.com/,30344-000,Leather Goods - Wholesale & Manufacturers,2/2/2002 0:00,,FALSE,NR,0,1,0,FALSE,Small,FALSE,11/23/2021 6:33,BBB
704,96543767,Xebrawerx,4140 22nd Ave S,,Minneapolis,MN,55407,USA,6127199632,info@xebrawerx.com,http://xebrawerx.com,60235-300,Computer Business Services,6/1/1988 0:00,,FALSE,A+,100,1,0,FALSE,Micro-small,FALSE,10/16/2021 4:13,BBB
704,96140228,Peters Striping,2060 Howard Dr,,North Mankato,MN,56003,USA,5073278494,petersstriping@charter.net,http://www.Petersstriping.com,10097-000,Parking Area Maintenance & Marking,8/1/2001 0:00,,FALSE,A+,100,1,,FALSE,Micro-small,FALSE,6/11/2022 8:13,BBB
