,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia,status_code,manually_checked
168,168,168,168,168,168,704,96378488,"In & Out Home Improvements, LLC",1695 Arkwright St,,Saint Paul,MN,55117,USA,6129402209.0,inandouthomeimprovements@gmail.com,https://in-out-home-improvements-llc.business.site/,10035-000,Contractors - General,6/2/11 0:00,,True,A+,100.0,1.0,0.0,False,Micro-small,False,4/1/22 8:40,BBB,200,1.0
169,169,169,169,169,169,704,96580111,Montana-Dakota Utilities Company,220 2nd Ave E,,Williston,ND,58801,USA,7015721600.0,customerservice@mdu.com,http://montana-dakota.com,70554-000,Natural Gas Companies,11/5/15 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/20/22 8:59,BBB,200,1.0
170,170,170,170,170,170,704,1000053940,MedSource International LLC,8600 Shelby Ct,,Chanhassen,MN,55317,USA,9524720131.0,info@medsourcelabs.com,http://www.gomedsource.com,80385-100,Medical Equipment & Supplies,1/3/02 0:00,,False,A+,100.0,10.0,,False,Micro-small,False,7/8/22 12:32,BBB,200,1.0
171,171,171,171,171,171,704,1000012618,T Bar L Lodging,10247 156th Ave,,Hettinger,ND,58639,USA,7015673552.0,tbarl@ndsupernet.com,https://www.facebook.com/t-bar-l-lodging-188732797831959/,60447-000,Hotels,10/1/03 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/12/21 4:01,BBB,200,1.0
172,172,172,172,172,172,704,96505707,Good Samaritan Society - Westbrook,PO Box 218,,Westbrook,MN,56183,USA,5072746155.0,,http://Good-Sam.com,60617-000,Nursing Homes,1/20/14 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,8/4/22 8:30,BBB,200,1.0
173,173,173,173,173,173,704,1000020855,"Flickertail VIPS, LLC",8011 51st St NW,,Belden,ND,58784,USA,7014218813.0,jordan@flickertailvips.com,https://www.flickertailvips.com/,60539-000,Marketing Programs & Services,8/17/18 0:00,9/14/21 0:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,9/16/21 4:15,Email,200,1.0
174,174,174,174,174,174,704,1000035324,Associated Bank,1985 Commerce Dr NW,,Rochester,MN,55901,USA,6123594434.0,chris.niles@associatedbank.com,http://www.associatedbank.com,20003-100,Banking Services,1861-12-31 00:00:00,,False,A+,100.0,4400.0,0.0,False,Giant,False,6/1/22 21:27,BBB,200,1.0
175,175,175,175,175,175,704,1000023667,All About Fun Rentals,3460 251st Ave,,Madison,MN,56256,USA,2313012269.0,flightjunkiebob@yahoo.com,http://allaboutfunrentals.com/contact/,44041-000,Entertainment,4/18/17 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,8/10/22 8:52,BBB,200,1.0
176,176,176,176,176,176,704,96160561,On the Limit,2224 W Superior St,,Duluth,MN,55806,USA,2187238266.0,,http://www.otlduluth.com,30198-000,Embroidery,1/1/88 0:00,,False,A+,100.0,20.0,,False,Small,False,9/3/21 3:50,BBB,200,1.0
177,177,177,177,177,177,704,96028773,Carlsen & Frank Architects,524 Selby Ave,,Saint Paul,MN,55102,USA,6512274576.0,sfrank@carlsenfrank.com,http://www.carlsenfrank.com,60057-000,Architects,1/1/83 0:00,,False,A+,100.0,2.0,,False,Micro-small,False,4/12/22 9:14,BBB,200,1.0
178,178,178,178,178,178,704,96489198,Sarah Pierce Photography,12301 Whitewater Dr. Ste. 105,,Minnetonka,MN,55343,USA,6122342714.0,sarah@sarahpiercephotography.com,http://www.sarahpiercephotography.com/,60655-100,Photographers,12/10/12 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,4/22/22 8:18,BBB,200,1.0
179,179,179,179,179,179,704,96038277,McArthur's Banquet & Reception,26155 Nicolai Ave,,Cannon Falls,MN,55009,USA,5072632507.0,,http://www.gopherhills.com,50055-000,Banquet Facilities,11/1/03 0:00,,False,NR,0.0,50.0,,False,Medium,False,5/23/22 8:18,BBB,200,0.0
180,180,180,180,180,180,704,96143947,Duffy&#39;s Hockey & Sports,1525 31st Ave SW Ste B,,Minot,ND,58701,USA,7018399220.0,,http://www.duffyshockey.com,50608-000,Sporting Goods - Retail,1/1/05 0:00,,False,A+,100.0,6.0,,False,Micro-small,False,8/4/22 8:30,BBB,200,1.0
181,181,181,181,181,181,704,96175380,Cuyuna Regional Medical Center,320 E Main St,,Crosby,MN,56441,USA,2185467000.0,peggy.stebbins@cuyunamed.org,https://www.cuyunamed.org,60445-000,Hospitals,5/8/64 0:00,,False,A+,100.0,1200.0,,False,Large,False,9/28/22 10:19,BBB,200,1.0
182,182,182,182,182,182,704,96159286,Straightline Sealcoating & Striping,7759 3rd St S,,Moorhead,MN,56560,USA,7017998686.0,callstraightline@yahoo.com,http://straightlinepavement.com/,10097-000,Parking Area Maintenance & Marking,4/21/05 0:00,,True,A+,100.0,1.0,0.0,False,Micro-small,False,1/26/23 8:49,BBB,200,1.0
183,183,183,183,183,183,704,1000013346,Antiques America,107 Tobies Mill Pl,,Hinckley,MN,55037,USA,3203847272.0,,https://antiques-america.com/,50626-000,Surplus & Salvage Merchandise,1/1/99 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,6/25/21 4:15,BBB,200,1.0
184,184,184,184,184,184,704,15002651,Ultimate Transportation,492 36th St S,,Fargo,ND,58103,USA,7012826060.0,ron@ideaone.net,http://www.ultimatetrailers.com,85356-000,Trailer Sales,1/1/95 0:00,,False,A+,100.0,8.0,0.0,False,Small,False,8/6/21 4:09,BBB,200,1.0
185,185,185,185,185,185,704,96224517,Alex Viking Towing Inc,207 Irving St,,Alexandria,MN,56308,USA,3207636738.0,avtowing@outlook.com,https://www.facebook.com/alexvikingtowing/,60891-000,Towing - Automotive,1/1/85 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,9/27/22 8:58,BBB,200,1.0
186,186,186,186,186,186,704,96294467,Little Beginnings Learning Center,12140 120th St S,,Hastings,MN,55033,USA,6514801416.0,littlebeginnings@mac.com,http://littlebeginningslc.com,60199-000,Child Care Centers,1/1/99 0:00,,False,A+,100.0,15.0,,False,Micro-small,False,2/18/22 9:11,BBB,200,1.0
187,187,187,187,187,187,704,96343258,Knoblauch Builders LLC,1450 Knob Hill Ln,,Excelsior,MN,55331,USA,9524745662.0,jknobs@knoblauchbuilders.com,http://knoblauchbuilders.com,10078-000,Home Builders,7/6/00 0:00,,False,A+,100.0,2.0,0.0,False,Micro-small,False,12/31/20 3:54,BBB,200,1.0
188,188,188,188,188,188,704,96192455,"Dock & Door Tec, Inc.",19941 Iguana St NW,,Elk River,MN,55330,USA,7637530792.0,sales@dockdoortec.com,https://www.dockdoortec.com/,50221-500,Doors - Commercial,5/16/06 0:00,,False,A+,100.0,18.0,,False,Small,False,4/21/22 8:28,BBB,200,0.0
189,189,189,189,189,189,704,96088865,Aavin Venture Capital,118 3rd Ave SE Ste 630,,Cedar Rapids,IA,52401,USA,3192471072.0,,http://www.aavin.com,20068-000,Stock & Bond Transfer Agents,1/1/01 0:00,,False,A+,100.0,7.0,0.0,False,Micro-small,False,6/16/21 4:54,BBB,200,1.0
190,190,190,190,190,190,704,96131147,Physicians Resource Network,2510 Hillsboro Ave N,,Minneapolis,MN,55427,USA,7635452842.0,,http://www.physiciansresourcenetwork.com,60970-000,Physicians - Specialists,1/1/99 0:00,10/12/15 0:00,False,NR,0.0,6.0,,False,Micro-small,False,10/15/18 4:05,BBB,200,0.0
191,191,191,191,191,191,704,1000046391,DK Sales Consulting LLC,7270 Divinity Ln,,Eden Prairie,MN,55346,USA,6123083705.0,dave@dksalesconsulting.com,https://www.dksalesconsulting.com/,60772-000,Sales Training,6/6/18 0:00,,False,A+,98.04,1.0,0.0,False,Micro-small,False,8/24/21 4:06,BBB,200,1.0
192,192,192,192,192,192,704,96156661,Quiznos Subs & Sandwichs,1100 19th Ave N Ste 3,,Fargo,ND,58102,USA,7018939296.0,,http://www.quiznos.com,50544-000,Restaurants,1/1/03 0:00,6/5/17 0:00,False,NR,0.0,6.0,,False,Small,False,6/8/20 3:56,BBB,200,1.0
193,193,193,193,193,193,704,1000024068,Ewing & Hrastich Real Estate Team,520 Commons Dr,,Woodbury,MN,55125,USA,6513346124.0,amandadwyer@edinarealty.com,https://www.edinarealty.com/dixie-ewing-realtor#/,60729-102,Real Estate Agents,10/1/78 0:00,,True,A+,100.0,5.0,0.0,False,Micro-small,False,10/7/22 8:31,BBB,200,0.0
194,194,194,194,194,194,704,96372732,Great Waters Financial,510 1st Ave N Ste 410,,Minneapolis,MN,55403,USA,6123602127.0,info@mygreatwaters.com,http://greatwatersfinancial.com/,20063-000,Retirement Planning Service,9/11/12 0:00,,True,A+,100.0,48.0,0.0,False,Small,False,1/4/23 9:05,BBB,200,1.0
195,195,195,195,195,195,704,1000010565,Hart and Soul Herbal,4124 Lane Ct N,,Brooklyn Park,MN,55443,USA,7635164915.0,info@hartandsoluherbal.com,http://www.hartandsoulherbal.com/,60542-000,Massage Therapeutic,5/25/11 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,9/14/22 8:40,BBB,200,1.0
196,196,196,196,196,196,704,43000954,"Industrial Construction Services, Inc.",215 15th St S,,Saint James,MN,56081,USA,5073754633.0,cbrown@icsmn.com,https://www.icsmn.com,10013-000,Building Contractors,8/1/94 0:00,,False,NR,0.0,20.0,,False,Small,False,8/16/22 8:19,BBB,200,1.0
197,197,197,197,197,197,704,96379837,Dent Werks PDR LLC,13810 24th Ave N Ste 440,,Plymouth,MN,55441,USA,6122379026.0,jakekelm@dentwerkspdr.com,http://www.dentwerkspdr.com,60094-100,Auto Paintless Dent Repair,5/4/10 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,4/20/22 8:35,BBB,200,1.0
198,198,198,198,198,198,704,96091469,City of Champlin Engineering Department,11955 Champlin Dr,,Champlin,MN,55316,USA,7634211955.0,email@ci.champlin.mn.us,http://ci.champlin.mn.us/,60335-000,Engineering Contractors - General,10/1/87 0:00,,False,A+,100.0,,0.0,False,Micro-small,False,4/10/21 4:12,BBB,200,1.0
199,199,199,199,199,199,704,1000045255,Betsy Rewald - Coldwell Banker Realty,7550 France Ave S Ste 300,,Edina,MN,55435,USA,6515038549.0,betsyrewald@cbburnet.com,https://www.betsyrewald.com/,60729-102,Real Estate Agents,1/20/04 0:00,,False,A+,100.0,,,False,Micro-small,False,7/10/21 4:23,BBB,200,1.0
200,200,200,200,200,200,704,96564184,"North Shore Cleaning Services, Inc.",2021 Highway 61 ,,Two Harbors,MN,55616,USA,2182605743.0,april.schultz@northshorecleaningservices.net,http://northshorecleaning.business.site,60449-000,House Cleaning,3/1/10 0:00,,False,A+,100.0,5.0,0.0,False,Micro-small,False,8/23/22 8:26,BBB,200,1.0
201,201,201,201,201,201,704,1000052345,Atman Law Firm PLLC,1001 Johnson Pkwy Ste A3,,Saint Paul,MN,55106,USA,6126431199.0,anivuin@atmanlawfirm.com,https://www.facebook.com/atmanlawfirm/,60075-000,Attorneys & Lawyers,12/11/15 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,1/25/23 9:01,BBB,200,1.0
202,202,202,202,202,202,704,96085757,"Arctic Heating & Air Conditioning, Inc.",20706 Georgia Avenue Cir N,,Forest Lake,MN,55025,USA,6514642887.0,,http://www.arcticheating.org,10182-000,Heating & Air Conditioning,1/1/98 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,12/13/22 9:03,BBB,200,1.0
203,203,203,203,203,203,704,96008871,"Commercial Collectors, Inc.",PO Box 337,,Montrose,MN,55363,USA,8003280793.0,barmstrong@commercialcollectors.com,http://www.commercialcollectors.com,60226-000,Collection Agencies,5/11/61 0:00,,True,A+,100.0,10.0,,False,Micro-small,False,2/3/23 9:12,BBB,200,1.0
204,204,204,204,204,204,704,96015254,Wire Master Electric Inc,7146 Shady Oak Rd,,Eden Prairie,MN,55344,USA,9529213400.0,sales@wiremasterav.com,http://www.wiremasterav.com,50031-000,Audio-Visual Equipment - Supplies & Parts,1/1/01 0:00,6/3/16 0:00,False,NR,0.0,5.0,,False,Micro-small,False,11/11/22 9:28,BBB,200,1.0
205,205,205,205,205,205,704,1000015133,OMG Health LLC,5002 6th Street NE,,Columbia Hts,MN,55421,USA,7632028681.0,craigmalwitz@comcast.net,http://www.omghealthsupplements.com,60971-000,Health & Medical - General,8/14/17 0:00,,False,A+,97.0,1.0,0.0,False,Micro-small,False,6/2/20 3:56,BBB,200,0.0
206,206,206,206,206,206,704,96110664,Cross Telecom Corporation,10900 Nesbitt Ave S,,Bloomington,MN,55437,USA,9524563500.0,dschilling@crosstelecom.com,https://www.crosstelecom.com/,70618-000,Telephone Communications,11/15/96 0:00,,False,A+,100.0,310.0,0.0,False,Medium,False,7/8/22 12:23,Email,200,0.0
207,207,207,207,207,207,704,1000054241,Search Marketing Wizards LLC,2613 Clover Field Cir,,Chaska,MN,55318,USA,9524483806.0,info@search-marketing-wizards.com,https://search-marketing-wizards.com/,60473-200,Search Engine Optimization Services,2/15/12 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/9/22 9:17,BBB,200,1.0
208,208,208,208,208,208,704,96135928,Northland Fishing Tackle Inc,1001 Naylor Dr SE,,Bemidji,MN,56601,USA,2182865441.0,rmainville@northlandtackle.com,http://www.northlandtackle.com,80311-000,Fishing Tackle - Wholesale & Manufacturers,1/1/99 0:00,,False,A+,100.0,45.0,,False,Small,False,6/17/22 8:35,BBB,200,1.0
209,209,209,209,209,209,704,1000015808,Taco Bell,565 Snelling Ave N,,Saint Paul,MN,55104,USA,6516465900.0,snellingtb@borderfoods.com,https://www.borderfoods.com/,50544-000,Restaurants,,,False,A+,99.84,1.0,0.0,False,Micro-small,False,11/11/21 4:02,Email,200,1.0
210,210,210,210,210,210,704,96569808,Sport Clips Chaska,2908 N Chestnut St,,Chaska,MN,55318,USA,9525560123.0,,http://haircutmenchaskamn.com,60420-000,Hair Styling and Services,6/2/15 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,12/15/21 4:25,BBB,200,1.0
211,211,211,211,211,211,704,96124568,United Cerebral Palsy of Minnesota,1821 University Ave W Ste 219,,Saint Paul,MN,55104,USA,6516467588.0,,http://www.uco.org,61090-000,Non Profit Organizations - General Membership,,,False,NR,0.0,,,False,Micro-small,False,3/4/20 5:16,BBB,200,0.0
212,212,212,212,212,212,704,96084600,Puzzle Warehouse,21699 Eureka Ave N,,Forest Lake,MN,55025,USA,6514662118.0,,http://www.puzzlewarehouse.com,50295-000,Games & Supplies,,,False,A+,100.0,1.0,,False,Micro-small,False,6/8/22 8:45,BBB,200,1.0
213,213,213,213,213,213,704,96009572,"Stinson Services, Inc.",7391 Bush Lake Rd,,Edina,MN,55439,USA,9529334510.0,info@stinsonservices.com,http://www.stinsonservices.com,10177-000,Construction & Remodeling Services,8/1/03 0:00,,True,A+,100.0,10.0,,False,Micro-small,False,5/27/22 8:35,BBB,200,0.0
214,214,214,214,214,214,704,1000008748,A Clean Plate Local & Organic Grocery,13 Birch Ave S,,Menahga,MN,56464,USA,2185641010.0,,http://acleanplategrocery.com/,80320-100,Food Products - Organic,6/7/12 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/31/23 8:46,BBB,200,1.0
215,215,215,215,215,215,704,96174292,Memories and Milestones Academy,1501 1st St NE,,New Prague,MN,56071,USA,6517628911.0,,http://www.appleacademychildcare.com,60780-000,Schools - Academic - Pre & Kindergarten,,,False,A+,100.0,1.0,,False,Micro-small,False,10/12/22 8:42,BBB,200,0.0
216,216,216,216,216,216,704,1000025790,Dakota Cat,600 Main Ave W,,West Fargo,ND,58078,USA,7012828336.0,wayne@dakotacat.com,http://dakotacat.com,50595-000,Snowmobiles,7/28/06 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,9/27/22 8:59,BBB,200,1.0
217,217,217,217,217,217,704,1000000065,"FurnitureDealer.net, Inc.",4639 Pinetree Curve,,Eagan,MN,55122,USA,9523457171.0,clientrelations@furnituredealer.net,http://www.furnituredealer.net,60974-000,Internet Shopping,8/2/06 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,12/2/22 9:29,BBB,200,1.0
218,218,218,218,218,218,704,96133521,Prairie Pride BBQ Catering,59597 185th St,,Mankato,MN,56001,USA,5073403612.0,phubmer03@gmail.com,http://www.prairiepridepork.com,50138-000,Caterers,1/1/09 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,5/15/22 8:12,BBB,200,1.0
219,219,219,219,219,219,704,7295,Mankato Motor Company,1815 Madison Ave,,Mankato,MN,56001,USA,5076255641.0,karisimon@mankatomotors.com,http://www.mankatomotors.com,50039-000,Auto Dealers - New Cars,1/5/09 0:00,,True,A+,100.0,110.0,,False,Small,False,2/7/23 8:59,BBB,200,1.0
220,220,220,220,220,220,704,14000547,GCI Gallagher Concrete Inc.,1729 Adrian St,,Saint Paul,MN,55116,USA,6516904710.0,gallagherconcrete@gmail.com,http://www.MyMNConcreteGuy.com,10089-000,Mason Contractors,1/1/90 0:00,,False,A+,100.0,3.0,,False,Micro-small,False,10/21/22 8:06,BBB,200,1.0
221,221,221,221,221,221,704,1000011737,"Ms. Kay&#39;s Services, LLC",646 W River Dr,,New London,MN,56273,USA,3202126126.0,ms.kays.services@gmail.com,https://mskays.com/,66002-000,Cleaning Services,3/16/16 0:00,,True,A+,100.0,3.0,,False,Micro-small,False,1/25/23 9:01,BBB,200,1.0
222,222,222,222,222,222,704,96011497,"Quality Choice Mortgage, LLC",13750 Crosstown Dr NW Ste 200,,Andover,MN,55304,USA,7637543100.0,kyle@qualityllc.com,http://www.qualityllc.com,20053-000,Mortgage Brokers,12/1/04 0:00,,True,A+,100.0,2.0,,False,Micro-small,False,7/14/22 8:24,BBB,200,1.0
223,223,223,223,223,223,704,96026792,Ace Auto Repair,155 18th St SW,,Owatonna,MN,55060,USA,5074552402.0,engineroom@live.com,https://www.live.com/,60103-000,Auto Repair & Service,4/1/84 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,10/12/22 8:42,Email,200,0.0
224,224,224,224,224,224,704,96543046,Chris Pendergast Agency (Farmers Insurance),214 Main St,,Cold Spring,MN,56320,USA,3206859943.0,cpendergast@farmersagent.com,http://www.farmersagent.com/cpendergast,20080-000,Insurance Services,4/30/14 0:00,,False,NR,0.0,1.0,,False,Small,False,6/1/22 21:26,BBB,200,1.0
225,225,225,225,225,225,704,96121624,"North American Mat Company, LLC",304 Central Ave N,,Hollandale,MN,56045,USA,5078892088.0,namco@northamericanmat.com,http://www.northamericanmat.com,50273-000,Floor Materials - Retail,2/6/02 0:00,,False,A+,100.0,3.0,,False,Micro-small,False,10/8/21 4:04,BBB,200,1.0
226,226,226,226,226,226,704,1000020074,Mr. Rooter Plumbing of the Twin Cities,5155 E River Rd Ste 418,,Fridley,MN,55421,USA,7632995077.0,dispatch@mrrootermn.com,http://www.mrrooter.com/minneapolis,10043-010,Drain Cleaning,11/16/17 0:00,,True,A+,100.0,15.0,0.0,False,Small,False,1/25/23 9:01,BBB,200,1.0
227,227,227,227,227,227,704,96093081,Advanced Engineering,3101 S Frontage Rd Ste 100,,Moorhead,MN,56560,USA,7017468087.0,Charles.Vein@ae2s.com,http://www.ae2s.com,60335-000,Engineering Contractors - General,1/1/98 0:00,,False,A+,100.0,9.0,,False,Micro-small,False,4/7/22 9:01,BBB,200,1.0
228,228,228,228,228,228,704,1000035399,Banfield Pet Hospital,11341 Highway 7,,Hopkins,MN,55305,USA,5032567299.0,clientadvocate.support@banfield.net,http://banfield.com,00222-000,Veterinarians,8/1/95 0:00,,False,NR,0.0,299.0,0.0,False,Small,False,6/1/22 21:28,BBB,200,1.0
229,229,229,229,229,229,704,96176612,"JNBA Financial Advisors, LLC",8500 Normandale Lake Blvd STE 450,,Minneapolis,MN,55437,USA,9528440995.0,info@jnba.com,https://jnba.com/,20012-000,Financial Planning Consultants,12/26/78 0:00,,False,A+,100.0,31.0,,False,Small,False,1/27/23 9:09,BBB,200,1.0
230,230,230,230,230,230,704,96135461,Eric&#39;s Plumbing,631 2nd St NW,,Menahga,MN,56464,USA,2185644203.0,,http://www.ericsplumbing.com,10113-000,Plumbers,1/1/06 0:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,11/8/22 9:18,BBB,200,0.0
231,231,231,231,231,231,704,1000006131,Hagen Dental PC,102 Langer Ave N,,Casselton,ND,58012,USA,7013475345.0,jesse@casseltondentist.com,http://www.casseltondentist.com/,60289-000,Dentists,7/17/07 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,10/13/21 4:28,BBB,200,1.0
232,232,232,232,232,232,704,96353390,Maund Entertainment Inc,6560 S Saunders Lake Dr,,Mound,MN,55364,USA,9524723378.0,,http://www.maundentertainment.com,60344-000,Entertainers,1/1/02 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,7/27/22 9:07,BBB,200,1.0
233,233,233,233,233,233,704,96143234,Dakota Skies Bingo,825 S 8th St,,Bismarck,ND,58504,USA,7012240869.0,,https://www.facebook.com/Dakota-Skies-Bingo-199711210189619/,70654-000,Bingo & Gaming Halls,10/7/09 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,7/29/22 8:30,BBB,200,0.0
234,234,234,234,234,234,704,96091856,"Abri Construction, LLC",150 Eaton St,,Saint Paul,MN,55107,USA,6515600538.0,gina@abriconstruction.co,https://www.abriconstruction.co/,10035-000,Contractors - General,1/1/08 0:00,,False,F,59.0,4.0,0.0,False,Micro-small,False,5/11/22 17:10,Email,200,0.0
235,235,235,235,235,235,704,43002251,Construction Plans Exchange,215 Airport Rd Ste 8,,Bismarck,ND,58504,USA,7015266491.0,nick.thompson@ae2s.com,http://biscpe.org/,60253-000,Construction Management,1/1/77 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/18/20 4:55,BBB,200,1.0
236,236,236,236,236,236,704,1000017114,Bluewater Residential Services LLC,1501 E Superior St,,Duluth,MN,55812,USA,2187241286.0,info@brsduluth.com,http://brsduluth.com/,65135-000,Adult Foster Care,1/19/05 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,10/25/22 8:10,BBB,200,1.0
237,237,237,237,237,237,704,96086207,Lake Weeders Digest LLC,5701 International Pkwy,,New Hope,MN,55428,USA,7635511441.0,Info@WeedersDigest.com,http://www.weedersdigest.com,62100-000,Online Retailer,1/22/08 0:00,,False,A+,100.0,12.0,,False,Medium,False,11/9/22 9:16,BBB,200,1.0
238,238,238,238,238,238,704,1000046079,All Furniture Installation LLC,63 Saint Anthony Pkwy,,Minneapolis,MN,55418,USA,6122383200.0,,https://www.allfurnitureinc.com/,70571-100,Movers - Office,7/5/16 0:00,,False,A+,100.0,,,False,Micro-small,False,6/23/21 4:54,BBB,200,1.0
239,239,239,239,239,239,704,96591684,100X Retrievers,9360 32nd Ave SE,,Venturia,ND,58413,USA,7016846397.0,info@100xretrievers.com,http://www.100xretrievers.com,00198-100,Pet Training - Dog,11/15/07 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,2/1/23 8:58,BBB,200,0.0
240,240,240,240,240,240,704,1000005713,Mid-MN Property Services LLC,6680 Canary Rd NW,,Royalton,MN,56373,USA,2182565485.0,midmnpropertyservices@gmail.com,https://mid-mn-property-services-llc.business.site/,60469-000,Home Inspection Service,6/22/15 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,1/21/23 8:56,BBB,200,1.0
241,241,241,241,241,241,704,96565263,"Maximized Chiropractic, Pllc",2000 N 12th St STE 101,,Bismarck,ND,58501,USA,7017516000.0,maximizedchiro@gmail.com,http://www.maximizedchiro.com,60205-000,Chiropractors D.C.,7/1/13 0:00,,False,NR,0.0,2.0,0.0,False,Small,False,5/9/22 8:19,BBB,200,1.0
242,242,242,242,242,242,704,1000019938,Martz Mobile Welding & Fabrication,116 4th St NW,,Aitkin,MN,56431,USA,2186700534.0,s.martz56431@gmail.com,https://www.facebook.com/24workingdog/,60948-000,Welding,6/24/15 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,12/14/22 9:35,BBB,200,1.0
243,243,243,243,243,243,704,1000060736,Prarie pest control,11344 PO Box ,,Fargo,ND,58106,USA,7018938660.0,prairiepestcontrol@yahoo.com,https://www.prairiepestcontrol.net/,60650-000,Pest Control Services,,,False,D+,67.25,1.0,,False,Micro-small,False,12/3/22 9:06,BBB,200,1.0
244,244,244,244,244,244,704,96579968,Eye Candy Refind,218 2nd St E,,Hastings,MN,55033,USA,6122720584.0,lacy@eyecandymn.com,https://www.eyecandymn.com/,50159-000,Clothes - Consignment & Resale,11/26/14 0:00,,False,C+,77.0,1.0,0.0,False,Micro-small,False,1/27/23 9:09,BBB,200,1.0
245,245,245,245,245,245,704,25001598,ASK Property Management,5605 W 36th St Ste 205,,St Louis Park,MN,55416,USA,9526532100.0,emilyk@ASKprop.com,http://www.ask-properties.com,60732-000,Property Management,3/1/96 0:00,,False,A+,100.0,10.0,,False,Small,False,9/13/22 8:17,BBB,200,0.0
246,246,246,246,246,246,704,96280872,Western Cooperative Credit Union,1300 Bison Dr,,Williston,ND,58801,USA,7015724000.0,mstillwell@wccu.org,http://www.wccu.org,20009-000,Credit Unions,6/14/38 0:00,,False,A+,100.0,71.0,,False,Small,False,10/29/21 3:56,BBB,200,1.0
247,247,247,247,247,247,704,1000024059,Weeks Automotive LLC,37878 County 39,,Laporte,MN,56461,USA,2187607098.0,,https://b-m.facebook.com/Weeks-Automotive-843043379076498/,60103-000,Auto Repair & Service,2/8/17 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,12/2/22 9:30,BBB,200,1.0
248,248,248,248,248,248,704,96013873,"Select Metrix, LLC",505 7th Ave SE,,Saint Paul,MN,55124,USA,9522320900.0,info@selectmetrix.com,http://www.selectmetrix.com,60326-000,Employment Agencies,2/1/04 0:00,,False,A+,100.0,4.0,,False,Micro-small,False,11/11/20 4:55,BBB,200,1.0
249,249,249,249,249,249,704,1000011674,Hazen Drug Co.,30 Main St W,,Hazen,ND,58545,USA,7017482636.0,,https://www.facebook.com/528hazendrug/?rf=159164494118534,50488-000,Pharmacies,7/24/64 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,1/25/22 9:40,BBB,200,0.0
250,250,250,250,250,250,704,96292773,WACOSA,320 Sundial Dr,,Waite Park,MN,56387,USA,3202510087.0,jmatvick@wacosa.org,http://www.wacosa.org,60744-000,Rehabilitation Services,1/1/63 0:00,,False,NR,0.0,120.0,0.0,False,Small,False,11/23/21 6:32,BBB,200,1.0
251,251,251,251,251,251,704,1000009165,Title Werks LLC,26357 Forest Blvd Ste 6,,Wyoming,MN,55092,USA,6514622042.0,erin@titlewerks.com,https://www.titlewerks.com,20072-000,Title Companies & Agents,7/26/10 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2/8/23 9:28,BBB,200,1.0
252,252,252,252,252,252,704,1000052061,Truelson Electric,558 21st St NE,,Rochester,MN,55906,USA,5072028725.0,roy@truelsonelectric.com,https://www.truelsonelectric.com/,10049-000,Electricians,12/1/21 0:00,,False,A-,92.79,1.0,,False,Micro-small,False,1/12/23 8:55,BBB,200,1.0
