,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia,status_code
532,532,95684,95684,704,1000003364,Lakeside Manor Inc.,5515 West 9th Street,,Winona,MN,55987.0,USA,6087888080.0,,https://www.apartments.com/lakeside-manor-apartments-and-townhomes-winona-mn/yedjmnv/,60042-000,Apartments,1996-06-26 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2023-02-03 20:41:00,Search,200
500,500,95652,95652,704,1000003062,Titan Creative Concrete,8431 22nd Ave so,,Bloomington,MN,55425.0,USA,6122545707.0,,http://www.creativeconcretemn.com/,10032-000,Concrete Contractors,2016-07-18 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-03-05 09:33:00,Search,200
1052,1052,96254,96254,704,1000005733,Cooper Bros. Construction Inc,11931 Fern Beach Dr,,Detroit Lakes,MN,56501.0,USA,2187901810.0,,https://briardconstruction.com/,10035-000,Contractors - General,2007-04-09 00:00:00,,False,A+,100.0,,0.0,False,Micro-small,False,2020-11-18 04:55:00,Search,200
680,680,95871,95871,704,1000004532,Craig Labelle Plumbing,30812 County Highway 21,,Rothsay,MN,56579.0,USA,7635614900.0,,https://fergusfallsplumber.com/,10003-000,Air Conditioning Contractors & Systems,2008-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-31 08:46:00,Search,200
606,606,95759,95759,704,1000003842,Erik Vevang,2836 Ulysses St NE,,Minneapolis,MN,55418.0,USA,9522204870.0,,https://www.vevangmpls.com/about.html,10177-000,Construction & Remodeling Services,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-28 08:48:00,Search,200
479,479,95631,95631,704,1000003012,Precision Propeller & Cycle,109 Cedar St NW,,Saint Joseph,MN,56374.0,USA,3203634637.0,,https://www.precisioncycleonline.com/locations,50082-000,Boat Dealers,1993-01-01 00:00:00,,False,A+,100.0,4.0,0.0,False,Micro-small,False,2020-01-31 04:26:00,Search,200
1264,1264,96478,96478,704,1000006382,Doug Kleese Construction Inc,4667 Co 30 Boulevard,,Kenyon,MN,55946.0,USA,5076491783.0,,http://www.kleeseconstruction.com/,10177-000,Construction & Remodeling Services,2006-12-07 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-06 09:12:00,Search,200
813,813,96007,96007,704,1000005025,Bent Stone LLC,8312 38th St N,,Lake Elmo,MN,55042.0,USA,6513872640.0,,https://untappd.com/v/arnie-s-restaurant/7266507,10035-000,Contractors - General,2015-04-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-03 08:39:00,Search,200
380,380,95506,95506,704,1000002501,Lou Nanne's,590 Park St Ste 6,,Saint Paul,MN,55103.0,USA,6126552489.0,,https://www.kare11.com/article/news/local/kare11-extras/minnesota-is-me-and-im-minnesota-hockey-legend-lou-nanne-marks-nearly-60-years-calling-boys-state-hockey-tourney/89-ad097561-8962-439c-a6ec-7ddb03e27cea,50544-000,Restaurants,2015-02-11 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2019-07-07 04:05:00,Search,200
558,558,95710,95710,704,1000003627,Anoka Community Concert Association,3831 Rum River Drive,,Anoka,MN,55303.0,USA,7634217469.0,,https://anokaconcerts.com/,85331-000,Childrens & Family Entertainment,1975-01-31 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2020-04-01 04:42:00,Search,200
509,509,95661,95661,704,1000003106,Country Porch Antiques,15364 Old Lake Rd,,Paynesville,MN,56362.0,USA,3202434027.0,,https://antique-dealers.cmac.ws/country-porch-antiques/8396/,50626-000,Surplus & Salvage Merchandise,1994-01-01 00:00:00,,False,NR,0.0,3.0,0.0,False,Micro-small,False,2023-01-29 08:36:00,Search,200
890,890,96085,96085,704,1000005214,Ron Aden Construction,70927 390th street ,,Saint James,MN,56081.0,USA,5077373995.0,,https://discoverstjamesmn.com/do-business/business-directory/name/ron-aden/,10177-000,Construction & Remodeling Services,2015-04-07 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-02-07 09:00:00,Search,200
732,732,95924,95924,704,1000004787,Vitality Health Center,3564 Rolling View Dr,,White Bear Lk,MN,55110.0,USA,6517739414.0,,http://www.vitalityhealthcentermn.com/,60205-000,Chiropractors D.C.,1998-01-01 00:00:00,,False,NR,0.0,3.0,0.0,False,Micro-small,False,2023-01-27 09:09:00,Search,200
782,782,95976,95976,704,1000004965,"Lake Superior Art Glass, LLC",202 E Superior St,,Duluth,MN,55802.0,USA,2184641799.0,,https://lakesuperiorartglass.com/,30265-000,Glass Blowers,2011-08-12 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-07-09 04:06:00,Search,200
182,182,95307,95307,704,1000001569,Pretty Petals Floral,401 Main St W,,Hazen,ND,58545.0,USA,7017486080.0,,http://www.prettypetalshazen.com/,50275-000,Florists - Retail,2009-01-01 00:00:00,,False,A+,100.0,4.0,0.0,False,Micro-small,False,2020-12-25 03:51:00,Search,200
878,878,96073,96073,704,1000005167,Ramberg Construction,9552 375th St,,North Branch,MN,55056.0,USA,6516747668.0,,https://www.dandb.com/businessdirectory/rambergconstructioninc-northbranch-mn-27372077.html,10089-000,Mason Contractors,1995-09-29 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-02-07 09:00:00,Search,200
1240,1240,96454,96454,704,1000006307,D W Smith Construction LLC,2 Lee St,,Forest Lake,MN,55025.0,USA,6514642661.0,,https://www.dli.mn.gov/sites/default/files/pdf/rbc_2021actions.pdf,10177-000,Construction & Remodeling Services,2009-07-14 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-03 08:39:00,Search,200
1163,1163,96366,96366,704,1000006020,Shawn Bisbee Inc,551 Simard St,,Mendota Hts,MN,55118.0,USA,6513351533.0,,https://www.bizapedia.com/mn/shawn-bisbee-inc.html,10177-000,Construction & Remodeling Services,1993-04-26 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2020-01-17 04:30:00,Search,200
64,64,95189,95189,704,1000000165,Mixson Siding & Windows,136 E Belle Vue Rd,,Fairmont,MN,56031.0,USA,5072361072.0,,https://lindsaywindows.com/dealers/mixson/,10126-000,Roofing Contractors,2008-02-05 00:00:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,2023-02-02 08:53:00,Search,200
655,655,95844,95844,704,1000004367,"Here and There Services, LLC",5145 Colfax Ave N,,Minneapolis,MN,55430.0,USA,6124071722.0,,https://safer.fmcsa.dot.gov/query.asp?searchtype=ANY&query_type=queryCarrierSnapshot&query_param=USDOT&query_string=2724066,70542-000,Delivery Service,2015-01-30 00:00:00,2021-07-21 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2021-07-23 03:59:00,Search,200
965,965,96164,96164,704,1000005443,J Nordstrom Plumbing,4820 69th Ave N,,Minneapolis,MN,55429.0,USA,7635490989.0,,https://nextdoor.com/pages/j-nordstrom-plumbing-minneapolis-mn/,10003-000,Air Conditioning Contractors & Systems,2001-01-01 00:00:00,,False,NR,0.0,3.0,0.0,False,Micro-small,False,2023-01-24 08:58:00,Search,200
1278,1278,96492,96492,704,1000006485,Rugby Manufacturing Company,515 1ST ST NE,,Rugby,ND,58368.0,USA,7017765722.0,,https://www.rugbymfg.com/,50685-100,Truck accessories,1999-11-19 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2017-11-03 03:55:00,Search,200
1292,1292,96506,96506,704,1000006548,Belicious Wear,00000,,Fargo,ND,58104.0,USA,2182517078.0,,https://www.facebook.com/petroserveusa/?locale=vi_VN,50310-000,Gift Shops,,,False,NR,0.0,,,False,Micro-small,False,2019-11-05 04:31:00,Search,200
14,14,95139,95139,704,1000000037,Peltier Plumbing,1023 Dwane St,,South Saint Paul,MN,55075.0,USA,6514556574.0,,https://nextdoor.com/pages/peltier-plumbing-south-saint-paul-mn/,10003-000,Air Conditioning Contractors & Systems,2010-08-30 00:00:00,,False,NR,0.0,3.0,0.0,False,Micro-small,False,2022-04-13 08:06:00,Search,200
191,191,95316,95316,704,1000001592,All - Type Construction,5585 274th Street,,Wyoming,MN,55092.0,USA,6127018139.0,,https://up.codes/viewer/wyoming/ibc-2018/chapter/6/types-of-construction,10177-000,Construction & Remodeling Services,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-31 08:45:00,Search,200
1113,1113,96316,96316,704,1000005895,VP Tutoring LLC,22730 Danube St NE,,Stacy,MN,55079.0,USA,6514649987.0,,https://www.superpages.com/stacy-mn/bpp/vp-tutoring-472527361,60912-000,Tutoring,2008-06-04 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2017-12-15 04:07:00,Search,200
79,79,95204,95204,704,1000000200,Rita's Ice & Custard ,10700 France Ave #104,,Bloomington,MN,55437.0,USA,6512075727.0,,https://www.ritasice.com/,50544-000,Restaurants,2016-03-03 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-04-16 08:14:00,Search,200
38,38,95163,95163,704,1000000096,MOKE Properties LLC,1220 Sumac Circle,,Fergus Falls,MN,56537.0,USA,,,https://www.dandb.com/businessdirectory/mokepropertiesllc-fergusfalls-mn-33887158.html,60732-000,Property Management,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-06-03 09:03:00,Search,200
978,978,96177,96177,704,1000005485,George Siegfried Construction,510 Perro Creek Dr,,Bayport,MN,55003.0,USA,6512751112.0,,https://www.siegfriedconstruction.com/,10035-000,Contractors - General,1984-01-01 00:00:00,,False,A+,100.0,17.0,0.0,False,Micro-small,False,2020-09-04 04:07:00,Search,200
433,433,95560,95560,704,1000002834,Paul Volstad Accounting,10700 Highway 55 Ste 225,,Minneapolis,MN,55441.0,USA,7635531875.0,,https://www.accounting8.com/Accountant/Paul-S-Volstad-Paul-Volstad-Accounting-Mayer-MN-8539209.htm,60005-000,Accountants,2010-06-29 00:00:00,,False,NR,0.0,5.0,0.0,False,Micro-small,False,2023-01-29 08:36:00,Search,200
653,653,95842,95842,704,1000004361,Power Transmission,2930 W Superior St,,Duluth,MN,55806.0,USA,2186244876.0,,"https://duluthmncoc.weblinkconnect.com/Truck-Repair-Service/Power-Transmission,-Inc-702",30524-000,Power Transmission Equipment,1980-01-07 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-04 09:03:00,Search,200
995,995,96196,96196,704,1000005531,Gohman Brothers Lawn & Snow,16572 Sycamore Street NW,,Andover,MN,55304.0,USA,7637679345.0,,https://www.truckdrivingjobs.com/companies/55008168f5e62a5ba7e11760,70605-000,Snow Removal Service,1994-06-13 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-11-17 09:21:00,Search,200
1120,1120,96323,96323,704,1000005913,Thor's Hammer LLC,1300 Parkview Ct,,Chaska,MN,55318.0,USA,9529136279.0,,https://opencorporates.com/companies/us_mn/eda9f970-95d4-e011-a886-001ec94ffe7f,10177-000,Construction & Remodeling Services,2010-03-16 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-10-22 03:45:00,Search,200
246,246,95372,95372,704,1000001799,L A Rossman Distributing Inc,1902 Park Ave S,,Park Rapids,MN,56470.0,USA,2187323276.0,,https://business.parkrapids.com/list/member/l-a-rossman-distributing-inc-2424,10182-000,Heating & Air Conditioning,1984-01-01 00:00:00,,False,A+,100.0,4.0,0.0,False,Micro-small,False,2020-10-14 04:45:00,Search,200
759,759,95951,95951,704,1000004899,NRG Auto Repair,15650 Heille Ridge Ln,,Detroit Lakes,MN,56501.0,USA,2188472202.0,,https://locations.autovalue.com/mn/detroit-lakes/496573/,60107-700,Auto Repair - Maintenance,1997-04-04 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-20 08:57:00,Search,200
55,55,95180,95180,704,1000000145,3-D Lawn Care LLC,35628 710th St,,Round Lake,MN,56167.0,USA,5073606084.0,,https://m.facebook.com/people/3D-Lawncare/100064703209012/,50388-000,Lawn Mowers,2014-11-20 00:00:00,,False,A+,100.0,1.0,,False,Micro-small,False,2023-02-02 08:52:00,Search,200
1246,1246,96460,96460,704,1000006329,Agri News,18 se 1st ave,,Rochester,MN,55904.0,USA,8005331727.0,,https://www.postbulletin.com/news/agri-news-will-merge-with-sister-paper-agweek,60608-000,News Service,1981-05-07 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-04-12 09:15:00,Search,200
478,478,95630,95630,704,1000003010,Pine Country Carpet & Cabinets,19389 Us 71,,Park Rapids,MN,56470.0,USA,2182372340.0,,https://local.echopress.com/park-rapids-mn/pine-country-carpet-and-cabinets-218-237-2340,50133-000,Carpet & Rug Dealers - New,2002-01-01 00:00:00,,False,NR,0.0,4.0,0.0,False,Micro-small,False,2023-01-29 08:36:00,Search,200
637,637,95825,95825,704,1000004203,Roers Family Bakery,430 Broadway St,,Alexandria,MN,56308.0,USA,3207634741.0,,https://www.menupix.com/minnesota/restaurants/250668699/Roers-Family-Bakery-Alexandria-MN,50052-000,Bakers - Retail,1984-01-01 00:00:00,,False,NR,0.0,8.0,0.0,False,Micro-small,False,2023-01-27 09:08:00,Search,200
378,378,95504,95504,704,1000002456,Randys Mobile Marine & ATV Repair,1520 Highway 5 NW,,Westhope,ND,58793.0,USA,7018376245.0,,https://m.facebook.com/people/Randys-Mobile-Marine/100054358969048/,30050-000,Boat Repair,2016-11-22 00:00:00,2016-12-05 00:00:00,False,NR,0.0,1.0,0.0,False,Micro-small,False,2021-08-13 04:18:00,Search,200
504,504,95656,95656,704,1000003080,Team Liquor,19 S 7th St,Nicollet Mall,Minneapolis,MN,55402.0,USA,6123759487.0,,https://www.bizjournals.com/twincities/news/2018/01/02/team-liquor-store-closes-in-downtown-minneapolis.html,50399-000,Liquor Stores,2008-02-29 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-10-18 08:16:00,Search,200
434,434,95561,95561,704,1000002835,Gallery Stillwater,324 Main St S Ste 6,,Stillwater,MN,55082.0,USA,6514302620.0,,https://artguildgallery.com/,55093-000,Clothing - Retail,1988-03-18 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2017-07-21 03:49:00,Search,200
161,161,95286,95286,704,1000001514,Monticello Bait & Tackle,1213 Highway 25 S,,Monticello,MN,55362.0,USA,7632951187.0,,https://www.yellowpages.com/monticello-mn/bait-shop,50608-000,Sporting Goods - Retail,2009-01-01 00:00:00,2016-05-13 00:00:00,False,NR,0.0,6.0,,False,Micro-small,False,2019-05-20 04:18:00,Search,200
335,335,95461,95461,704,1000002126,Rube&#39;s Barber & Hair Styling,104 Front St S,,Barnesville,MN,56514.0,USA,2183542237.0,,https://www.barbershops.net/barbers/15968/rubes-barber-and-hair-styling/,60125-000,Barbers,1984-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-30 08:34:00,Search,200
466,466,95617,95617,704,1000002981,John&#39;s Auto Repair,211 Main Ave W,,Winsted,MN,55395.0,USA,3204854321.0,,https://www.loc8nearme.com/minnesota/winsted/johns-auto-repair/4322058/,60103-000,Auto Repair & Service,1992-01-01 00:00:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,2023-01-29 08:36:00,Search,200
4,4,95129,95129,704,1000000005,Karja Construction,2781 62nd St Nw,,Maple Lake,MN,55358.0,USA,6129681882.0,,https://www.buildzoom.com/contractor/karja-construction-inc,10177-000,Construction & Remodeling Services,2001-01-01 00:00:00,,False,NR,0.0,3.0,0.0,False,Micro-small,False,2023-01-31 08:46:00,Search,200
30,30,95155,95155,704,1000000069,Digi Labs,294 Grove Ln E,,Wayzata,MN,55391.0,USA,,,https://digi-labs.business.site/,30567-000,Robots,2016-04-05 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-02-12 09:24:00,Search,200
106,106,95231,95231,704,1000001310,Nathan L. Egge Painting LLC,1009 9th Ave N,,Princeton,MN,55371.0,USA,7633895160.0,,https://clustrmaps.com/amp/person/Egge-97sh92,10095-000,Painting Contractors,2009-04-10 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-11-20 08:59:00,Search,200
743,743,95935,95935,704,1000004811,Tic Toc Digital Printing Plus,2401 Myers Rd,,Albert Lea,MN,56007.0,USA,5073732663.0,,https://business.albertlea.org/list/member/tic-toc-digital-printing-plus-albert-lea-3927,30531-100,Image & Graphics Printing,2005-08-04 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-11-08 09:19:00,Search,200
987,987,96186,96186,704,1000005501,Lensing Insurance,325 W Main St,,Arlington,MN,55307.0,USA,5079645565.0,,https://www.progressiveagent.com/local-agent/minnesota/arlington/lensing-insurance-agency-inc/,20021-000,Insurance - Auto,1978-10-23 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2021-03-05 04:00:00,Search,200
1160,1160,96363,96363,704,1000006008,P K Building Services Inc,10315 96th Ave N,,Maple Grove,MN,55369.0,USA,7634243136.0,,https://www.facebook.com/PKPropertyServicesLLC/,60478-000,Janitor Service,1997-09-12 00:00:00,,False,NR,0.0,3.0,0.0,False,Micro-small,False,2023-01-24 08:58:00,Search,200
243,243,95369,95369,704,1000001789,Tree Works,1605 7th St,,Saint Paul,MN,55110.0,USA,6514264560.0,,https://www.stpaul.gov/departments/parks-and-recreation/natural-resources/forestry/boulevard-tree-permit/licensed-tree,00219-000,Tree Service,2004-06-23 00:00:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,2023-01-30 08:33:00,Search,200
859,859,96054,96054,704,1000005092,C.A.P. Renovations LLC,660 W 12th St,,Rush City,MN,55069.0,USA,6127094352.0,,http://www.caprenovations.com/contact-us.html,10177-000,Construction & Remodeling Services,2009-08-20 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-20 08:57:00,Search,200
715,715,95907,95907,704,1000004739,Ken Sather Construction,612 10th St,,Dawson,MN,56232.0,USA,3207692809.0,,https://opencorporates.com/companies/us_mn/96b1f307-93d4-e011-a886-001ec94ffe7f,10177-000,Construction & Remodeling Services,2009-01-15 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-02-03 09:12:00,Search,200
355,355,95481,95481,704,1000002236,9999 Limousine Service,8456 Blazing Star Cir,,Shakopee,MN,55379.0,USA,6128229999.0,,https://etilimo.com/,50750-000,Transportation Services,2008-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-30 08:33:00,Search,200
1323,1323,96538,96538,704,1000006647,Drew Design & Management Inc,1917 Greenfield Ln SW,,Rochester,MN,55902.0,USA,5079901499.0,,https://start.cortera.com/company/research/k3p2qsl8k/drew-design--management-inc/,10035-000,Contractors - General,1996-08-07 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-06-10 08:24:00,Search,200
876,876,96071,96071,704,1000005147,Lynn Fishing Tackle,205 Hickory St,,Saint Paul,MN,55115.0,USA,6516531099.0,,https://www.bizapedia.com/mn/lynn-fishing-tackle.html,80311-000,Fishing Tackle - Wholesale & Manufacturers,2014-06-24 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-12-24 08:49:00,Search,200
143,143,95268,95268,704,1000001446,A + Home Services,3451 Interlachen Dr Ne,,Andover,MN,55304.0,USA,7634138809.0,,https://www.heatingandcoolingstore.com/,50403-000,Lumber - Retail,2005-01-01 00:00:00,,False,NR,0.0,1.0,,False,Micro-small,False,2022-06-07 08:10:00,Search,200
77,77,95202,95202,704,1000000196,Kuck Construction,13917 56th St SE,,Sheldon,ND,58068.0,USA,7017998915.0,,https://www.yellowpages.com/sheldon-nd/mip/kuck-construction-469063669,10035-000,Contractors - General,2007-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-02-02 08:52:00,Search,200
671,671,95860,95860,704,1000004478,Board by Board ,9745 103rd St. Ct. N. ,,Stillwater,MN,55082.0,USA,6513435088.0,,https://www.stillwaterschools.org/our-district/school-board,15058-000,Hardwood Floor Contractors,2002-01-01 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2021-02-23 04:07:00,Search,200
453,453,95603,95603,704,1000002949,Grey Eagle Transport Corp,119 Cedar St S,,Grey Eagle,MN,56336.0,USA,3202853195.0,,https://www.showmelocal.com/profile.aspx?bid=1176044,50750-000,Transportation Services,,2019-12-10 00:00:00,False,NR,0.0,1.0,,False,Micro-small,False,2022-12-12 09:00:00,Search,200
1272,1272,96486,96486,704,1000006426,Ascend Chiropractic,200 E Travelers Trl,,Burnsville,MN,55337.0,USA,9522294425.0,,https://orthopedic.io/chiropractic-clinic/ascend-chiropractic-wellness-llc-burnsville-mn/,60205-000,Chiropractors D.C.,2016-01-25 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2020-11-23 03:56:00,Search,200
1360,1360,96576,96576,704,1000006759,"Conzemius Oil, Inc.",513 5th st,PO Box 28,Breckenridge,MN,56520.0,USA,2186436789.0,,https://www.bloomberg.com/profile/company/0418887D:US,30432-000,Oils - Petroleum,1998-04-24 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-06-07 08:10:00,Search,200
305,305,95431,95431,704,1000002016,Lennar Constuction LLC,8524 Packard Ave NE,,Elk River,MN,55330.0,USA,7635599293.0,,https://www.newhomesource.com/communities/mn/minneapolis-st.-paul-area/elk-river/builder-lennar-644,10035-000,Contractors - General,2010-08-30 00:00:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,2022-04-01 18:59:00,Search,200
152,152,95277,95277,704,1000001474,"Eagle Construction Company, Inc.",515 9th Avenue NW,,Little Falls,MN,56345.0,USA,3206325429.0,,https://eaglecci.net/,10177-000,Construction & Remodeling Services,1973-01-10 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-06-15 09:02:00,Search,200
322,322,95448,95448,704,1000002087,G Thomas Construction,13750 10th St N,,Stillwater,MN,55082.0,USA,6514366599.0,,https://gthomasconstruction.com/,10035-000,Contractors - General,2008-01-01 00:00:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,2023-01-30 08:33:00,Search,200
1199,1199,96402,96402,704,1000006151,Barry Markus Remodeling Inc,3628 pillsbury Ave S,,Minneapolis,MN,55409.0,USA,6122722843.0,,https://www.homeyou.com/barry-markus-remodeling-inc-minneapolis-mn,10177-100,Basement - Remodeling,2004-06-08 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-06-11 08:14:00,Search,200
1211,1211,96425,96425,704,1000006223,Cryptid Hair Parlour,2358 Stinson Blvd,,Minneapolis,MN,55418.0,USA,6123547328.0,,https://www.cryptidhair.com/,60420-000,Hair Styling and Services,2016-03-21 00:00:00,,False,A+,99.47,1.0,0.0,False,Micro-small,False,2020-01-04 04:16:00,Search,200
1093,1093,96296,96296,704,1000005841,Agri-Resources,5621 53rd Ave S,,Fargo,ND,58104.0,USA,7012773221.0,,https://agriresources.ag/,00103-000,Agricultural Services,2000-10-17 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-01-02 08:49:00,Search,200
1074,1074,96277,96277,704,1000005785,Advanced Electric Company Inc,4132 Hull Rd,,Hopkins,MN,55305.0,USA,9529351329.0,,https://www.whodoyou.com/biz/38942/advanced-electric-co-inc-hopkins-mn,10049-000,Electricians,1970-09-22 00:00:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2022-09-22 08:57:00,Search,200
544,544,95696,95696,704,1000003466,Scotty's Transmission Repair LLC,3974 State Highway 55 SE,,Buffalo,MN,55313.0,USA,7634387406.0,,https://opencorporates.com/companies/us_mn/2832deaa-1cd0-e511-8164-00155d01c56d,60902-000,Transmissions - Automobile,2016-02-10 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-03-25 08:41:00,Search,200
857,857,96052,96052,704,1000005089,Curtis Buysee Construction,1961 County Road 10,,Minneota,MN,56264.0,USA,5075305906.0,,https://partnercarrier.com/MN/MINNEOTA/CURTIS-BUYSSE-CONSTRUCTION-USDOT-2819415,10177-000,Construction & Remodeling Services,2007-06-14 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2021-01-06 04:29:00,Search,200
605,605,95758,95758,704,1000003835,"Eric&#39;s Custom Carpentry, LLC",2014 E 4th St,,Duluth,MN,55812.0,USA,2183409146.0,,https://duluthcarpentry.com/,10019-000,Carpenters,2010-12-21 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-11-17 09:21:00,Search,200
775,775,95969,95969,704,1000004953,Koala-T Enterprises,1391 Pineview Ln. N.,,Dayton,MN,55327.0,USA,,,https://www.facebook.com/profile.php?id=100064095487893,62100-000,Online Retailer,,2020-01-06 00:00:00,False,NR,0.0,1.0,,False,Micro-small,False,2023-01-09 08:32:00,Search,200
569,569,95721,95721,704,1000003699,Optimal REO Solutions,7825 Washington Ave,,Eden Prairie,MN,55439.0,,8005489765.0,,https://www.scampulse.com/reo-solutions-reviews,85363-000,Online Social Media/Networking,,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-02-09 09:12:00,Search,200
15,15,95140,95140,704,1000000038,Lakeside Lawn & Landscape,9166 Schaller Rd,,Pequot Lakes,MN,56472.0,USA,2185436726.0,,https://lakesidelandscapeinc.com/,00155-000,Landscape Contractors,1988-01-01 00:00:00,,False,NR,0.0,15.0,0.0,False,Micro-small,False,2022-08-23 08:27:00,Search,200
69,69,95194,95194,704,1000000176,Lakeland Electric Inc.,1312 Mckay Dr NE,,Ham Lake,MN,55304.0,USA,7632454346.0,,https://lakelandelec.com/,10049-000,Electricians,2014-05-06 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-04-16 08:14:00,Search,200
273,273,95399,95399,704,1000001877,"Tanner Johnson Custom Builders, LLC",PO Box 102,,Pine River,MN,56474.0,USA,2188206761.0,,https://opencorporates.com/companies/us_mn/9d24e172-c00a-e511-b14d-001ec94ffe7f,10035-000,Contractors - General,2015-06-04 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-06-04 08:45:00,Search,200
269,269,95395,95395,704,1000001856,"Scott James Homes, LLC",7300 Hudson Blvd N Ste 200,,Landfall Vlg,MN,55128.0,USA,7639540124.0,,https://www.co.washington.mn.us/Archive.aspx?ADID=1136,10035-000,Contractors - General,2015-04-07 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2022-06-04 08:45:00,Search,200
956,956,96155,96155,704,1000005423,Gene Dornink Carpentry LLC,74427 170th Ave,,Hayfield,MN,55940.0,,5072068449.0,,https://dev.austincoc.com/list/member/gene-dornink-carpentry-llc-12487.htm,10019-000,Carpenters,2010-02-12 00:00:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,2023-02-09 09:12:00,Search,200
552,552,95704,95704,704,1000003599,Papa Murphy's Take and Bake,1845 Highway 59 S,,Thief Rvr Fls,MN,56701.0,USA,2186835129.0,,https://locations.papamurphys.com/mn/thief-river-falls/1845-hwy-59-south,50502-000,Pizza ,,,False,NR,0.0,,0.0,False,Micro-small,False,2020-01-29 06:33:00,Search,200
