,BBBID,BusinessID,BusinessName,StreetAddress,StreetAddress2,City,StateProvince,PostalCode,Country,Phone,Email,Website,TOBID,TOBDescription,DateBusinessStarted,DateBusinessClosed,IsBBBAccredited,BBBRatingGrade,BBBRatingScore,NumberOfEmployees,NumberOfPartTimeEmployees,IsHQ,SizeOfBusiness,IsCharity,CDWLastUpdate,FoundVia,contains_contacts_page,contains_business_name,contains_business_name_in_copyright,contains_social_media_links,contains_reviews_page,contains_zipCode,url_contains_phone_number,url_contains_email,manually_checked,url_is_review_page
876,704,96083101,Interstate Detroit Diesel,1921 S 16th Ave,,Virginia,MN,55792.0,USA,2187494484.0,trdmonds@istate.com,http://www.istate.com,60340-000,Engines - Fuel Injection Service & Parts,1/1/2000 0:00,,False,A+,100.0,7.0,,False,Micro-small,False,6/15/2022 9:01,BBB,,,,,,,,,1,
877,704,96153748,National Karate,9770 Schreiber Ter N,,Minneapolis,MN,55445.0,USA,7634248868.0,,http://www.nationalkarate.com,60541-000,Martial Arts,1/1/1997 0:00,,False,A+,100.0,2.0,,False,Micro-small,False,8/1/2019 4:20,BBB,,,,,,,,,1,
878,704,96090127,"Boe Ornamental Iron, Inc.",484 Lilac St,,Lino Lakes,MN,55014.0,USA,6517802627.0,dave@boeironinc.com,http://www.boeironinc.com,30438-000,Ornamental Metal Work,1/1/1979 0:00,,False,A+,100.0,10.0,,False,Micro-small,False,4/20/2022 8:35,BBB,,,,,,,,,1,
879,704,15000912,Select Properties,1621 W Saint Germain St,,Saint Cloud,MN,56301.0,USA,3202531154.0,,http://www.selectprop.com,61003-000,Real Estate - Rentals by Individuals,1/1/1993 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,7/26/2022 8:43,BBB,,,,,,,,,0,
880,704,1000038120,Aset Supply & Paper Inc,7600 Boone Ave N Ste 71,,Brooklyn Park,MN,55428.0,USA,7634327263.0,customerservice@asetsupplyandpaper.com,http://www.asetsupplyandpaper.com/,80515-000,Office Supplies,1/21/1998 0:00,,False,A+,100.0,50.0,0.0,False,Medium,False,2/8/2023 9:28,BBB,,,,,,,,,1,
881,704,96289069,Schaefer Vermeer Equipment LLP,11234 25th St SE,,Valley City,ND,58072.0,USA,7016466089.0,bigyellowironag@yahoo.com,https://bigyellowironag.wixsite.com/schaefervermeer,00103-000,Agricultural Services,3/21/2021 0:00,,False,A,94.52,6.0,0.0,False,Micro-small,False,1/10/2023 8:49,BBB,,,,,,,,,1,
882,704,11164,Reed's Sales & Service,1260 Payne Ave,,Saint Paul,MN,55130.0,USA,6517749515.0,tool.repairmn@comcast.net,http://www.reedssalesandservice.com,50665-000,Tools - Electric,1/1/1956 0:00,,False,A+,100.0,4.0,,False,Large,False,4/2/2022 8:47,BBB,,,,,,,,,1,
883,704,1000049757,Morrison Sund PLLC,"5125 County Road 101, Suite 200",,Minnetonka,MN,55345.0,USA,9529750050.0,kquarberg@morrisonsund.com,https://www.morrisonsund.com/,60075-112,Attorneys & Lawyers - Bankruptcy,11/25/1991 0:00,,False,A+,100.0,30.0,,False,Small,False,2/3/2023 9:13,BBB,,,,,,,,,1,
884,704,96005969,"C & D Granite, LLC",767 1st St SE,,Richmond,MN,56368.0,USA,7635660522.0,brads@cdgranite.com,http://www.cdgranite.com,50191-000,Countertops,1/1/1994 0:00,,True,A+,100.0,36.0,0.0,False,Small,False,1/10/2023 8:48,BBB,,,,,,,,,1,
885,704,96562173,CentraCare Health-Monticello,1013 Hart Blvd,,Monticello,MN,55362.0,USA,7632712384.0,eidemh@centracare.com,http://www.centacare.com,60445-000,Hospitals,3/6/2013 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/2/2022 8:36,BBB,,,,,,,,,1,
886,704,96030038,Western States Envelope,980 Berwood Ave Ste 400,,Vadnais Heights,MN,55110.0,USA,6517738723.0,brad.cain@westernstatesenvelope.com,http://www.westernstatesenvelope.com/,80277-000,Envelopes - Wholesale & Manufacturers,6/10/2008 0:00,,False,NR,0.0,9.0,,False,Small,False,12/22/2022 9:08,BBB,,,,,,,,,1,
887,704,96380533,Northland Polaris,131 Main St W,,Eagle Bend,MN,56446.0,USA,2187382582.0,sales@northlandpolaris.com,http://www.northlandpolaris.com,50595-000,Snowmobiles,1/1/1988 0:00,,False,A+,100.0,7.0,,False,Micro-small,False,10/14/2021 4:03,BBB,,,,,,,,,1,
888,704,96354817,Selam Hospitality Services,15571 Finch Ave,,Saint Paul,MN,55124.0,USA,9529977778.0,abera@shshospitality.com,http://www.shshospitality.com,60478-000,Janitor Service,2/25/1999 0:00,,False,A+,100.0,6.0,,False,Small,False,1/7/2021 3:52,BBB,,,,,,,,,1,
889,704,1000057703,Cedar Septic & Sewer LLC,19800 Heather St NW,,Cedar,MN,55011.0,USA,7632181397.0,cedar.septic@gmail.com,https://www.cedarsepticandsewer.com/,10129-000,Septic Tanks & Systems Contractors & Dealers,1/4/2021 0:00,,False,A,94.57,1.0,0.0,False,Micro-small,False,11/2/2022 8:36,BBB,,,,,,,,,1,
890,704,1000019979,Cannon Pointe Chiropractic PA,1040 Highway 3 S,,Northfield,MN,55057.0,USA,5076458000.0,,https://www.cannonpointe.com/,60205-000,Chiropractors D.C.,6/13/2011 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,7/17/2021 4:10,BBB,,,,,,,,,1,
891,704,96115436,Urban Collector LLC,3496 Centerville Rd,,Saint Paul,MN,55127.0,USA,6512460325.0,orders@urban-collector.com,https://www.urban-collector.com/,60974-000,Internet Shopping,1/1/2005 0:00,,False,A+,100.0,2.0,,False,Small,False,5/18/2022 18:23,Email,,,,,,,,,0,
892,704,1000035952,Wells Fargo Bank Minnesota,2218 E Lake St Ste B,,Minneapolis,MN,55407.0,USA,6126676256.0,carolyn.h.roby@wellsfargo.com,http://www.wellsfargo.com,20003-000,Banks,1/1/2029 0:00,,False,NR,0.0,16600.0,0.0,False,Giant,False,6/1/2022 21:29,BBB,,,,,,,,,1,
893,704,96189648,Ability Communications & Training,1941 Yorkshire Ave,,Saint Paul,MN,55116.0,USA,6518088600.0,ability@pclink.com,http://www.abilitycomm.com,60971-102,CPR Training & Certification,1/1/1990 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,9/3/2021 3:50,BBB,,,,,,,,,1,
894,704,96044546,Brighton-Best Socket Screw Mfg.,9060 Zachary Ln N STE 115,,Maple Grove,MN,55369.0,USA,7634259464.0,minnesota@brightonbest.com,http://www.brightonbest.com,50084-000,Bolts & Nuts,1/1/1991 0:00,,False,A+,100.0,500.0,,False,Large,False,8/4/2022 8:29,BBB,,,,,,,,,1,
895,704,96098763,Facelogic Spa,8325 Kelzer Pond Dr,,Victoria,MN,55386.0,USA,9529343331.0,info@facelogicspa.com.,http://www.facelogicspa.com,65134-000,Day Spas,,,False,A+,100.0,1.0,,False,Micro-small,False,5/5/2022 8:22,BBB,,,,,,,,,0,
896,704,1000006795,"Dale&#39;s Auto Detailing, LLC",203 Cooper Ave N Ste 340,,Saint Cloud,MN,56303.0,USA,3202500440.0,dale_hellickson@yahoo.com,http://www.dalesautodetailing.com/,60096-000,Auto Detailing,10/9/2012 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,1/27/2023 9:09,BBB,,,,,,,,,1,
897,704,24000516,"Nexen Group, Inc.",560 Oak Grove Pkwy,,Saint Paul,MN,55127.0,USA,6514845900.0,,http://www.nexengroup.com,80812-000,Industrial Manufacturers,4/26/1990 0:00,,False,NR,0.0,35.0,,False,Medium,False,8/5/2022 8:37,BBB,,,,,,,,,1,
898,704,1000002033,Riverwest Apartments,1073 Waterloo Ave,,W Saint Paul,MN,55118.0,USA,6513939205.0,lbradley@firstselect.net,http://www.firstselectequities.com,60042-000,Apartments,4/30/2009 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,12/9/2022 9:20,BBB,,,,,,,,,0,
899,704,1000057528,Day 4 Electric,3037 166th Ave NE,,Ham Lake,MN,55304.0,USA,7632843294.0,tim@day-4.com,https://day-4.com/,10035-500,Electricians - Residential,1/28/2022 0:00,,True,A-,92.48,1.0,,False,Micro-small,False,1/25/2023 9:01,BBB,,,,,,,,,1,
900,704,1000008779,Crow Wing Crest Lodge,31159 County 23,,Akeley,MN,56433.0,USA,2186523111.0,,http://www.crowwing.com,60447-000,Hotels,1/1/1984 0:00,,False,A+,100.0,17.0,0.0,False,Micro-small,False,2/8/2017 3:57,BBB,,,,,,,,,1,
901,704,96039095,Nu Shapes Construction Inc.,8393 213th St W Ste 1,,Lakeville,MN,55044.0,USA,9524698940.0,dave@nushapes.com,http://nushapes.com,10177-000,Construction & Remodeling Services,1/1/1982 0:00,,False,A+,100.0,10.0,,False,Small,False,6/22/2022 11:33,BBB,,,,,,,,,1,
902,704,17005249,ASAP Mobile Locksmiths,PO Box 44045,,Eden Prairie,MN,55344.0,USA,6128085900.0,david@asapml.com,http://www.asap-locksmith-minneapolis-mn.com/,60522-000,Locks & Locksmiths,1/1/1996 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,1/18/2023 9:32,BBB,,,,,,,,,1,
903,704,96123653,Andrashko Chiropractic Plus PC,8421 Wayzata Blvd Ste 220,,Minneapolis,MN,55426.0,USA,9522533880.0,,http://www.andrashko.com,60205-000,Chiropractors D.C.,1/1/1997 0:00,,False,NR,0.0,3.0,,False,Micro-small,False,5/25/2022 8:47,BBB,,,,,,,,,1,
904,704,96024563,Franklin Outdoor Services,PO Box 1621,,Burnsville,MN,55337.0,USA,9529850909.0,jimh@fosinc.org,http://www.fosinc.org,00155-000,Landscape Contractors,12/22/1997 0:00,,False,A+,100.0,22.0,0.0,False,Small,False,5/11/2022 8:36,BBB,,,,,,,,,1,
905,704,1000017637,Tenney Construction Services Inc,5652 West Oakes Dr,,Saint Cloud,MN,56303.0,USA,3207740722.0,,http://tenneyconstructionservices.com/,10177-000,Construction & Remodeling Services,11/7/2016 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,10/22/2021 3:46,BBB,,,,,,,,,1,
906,704,96556933,C&C Ornamental Iron Works Inc.,4569 124 Rd NW,,Epping,ND,58843.0,USA,7018598768.0,c-coiw@hotmail.com,http://www.ccoiw.com/,10082-000,Iron Work,,,False,A+,100.0,1.0,0.0,False,Micro-small,False,12/29/2022 9:05,BBB,,,,,,,,,1,
907,704,1000048274,Plains Mobile Contracting Services,750 Little Beaver Dr,,Linton,ND,58552.0,USA,7013212415.0,jonrichter@plainsmobile.com,https://plainsmobile.com/,00103-000,Agricultural Services,1/3/2011 0:00,,False,A+,100.0,3.0,,False,Micro-small,False,9/24/2022 9:02,BBB,,,,,,,,,1,
908,704,96102140,Carbone's Pizzeria,7155 Jorgensen Ln S # 180,,Cottage Grove,MN,55016.0,USA,6514596666.0,janelleerickson@edinarealty.com,https://www.cgcarbones.com,50502-000,Pizza ,5/1/2004 0:00,,False,A+,100.0,18.0,,False,Small,False,10/27/2021 4:17,BBB,,,,,,,,,1,
909,704,96367013,J C Wood Co,2840 Wilder Rd NW,,Rochester,MN,55901.0,USA,5072891613.0,rochph@rochph.com,http://www.rochph.com,10113-000,Plumbers,,,False,A+,100.0,1.0,,False,Micro-small,False,12/13/2022 9:03,BBB,,,,,,,,,1,
910,704,96016804,"Environment Control Systems of Morris, Inc.",170 County Road 22,,Morris,MN,56267.0,USA,3205893865.0,pattin@hometownsolutions.net,https://ecsofmorris.com/,80443-000,Livestock Equipment & Supplies,1/1/1978 0:00,,False,A+,100.0,10.0,,False,Micro-small,False,7/29/2022 8:30,BBB,,,,,,,,,1,
911,704,96141937,Scott Hansen Construction,13250 440th Ave,,Waseca,MN,56093.0,USA,5078354029.0,scott@scotthansenconstruction.com,http://www.scotthansenconstruction.com,10035-000,Contractors - General,1/1/2003 0:00,,False,A+,100.0,4.0,0.0,False,Micro-small,False,3/11/2020 5:21,BBB,,,,,,,,,0,
912,704,96155302,Milepost 100 Inc,87311 Kettle Shores Loop,,Sturgeon Lake,MN,55783.0,USA,2183728064.0,,http://milepost100.com,30760-000,Woodworking,1/1/2003 0:00,,False,NR,0.0,1.0,,False,Micro-small,False,5/23/2022 8:18,BBB,,,,,,,,,0,
913,704,96371033,"Minnesota Alternatives,LLC",7766 Highway 65 NE # 1,,Minneapolis,MN,55432.0,USA,7637894895.0,info@mnalternatives.com,http://www.mnalternatives.com,60033-000,Alcoholism Info & Treatment Centers,1/1/2009 0:00,,False,A+,100.0,12.0,,False,Micro-small,False,11/12/2020 3:57,BBB,,,,,,,,,0,
914,704,96022942,Vargas Company Inc,2551 38th Ave NE Unit 113,,Minneapolis,MN,55421.0,USA,6124177585.0,,https://www.vargascompany.com/,60005-000,Accountants,8/16/1986 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,12/4/2020 4:07,BBB,,,,,,,,,1,
915,704,96022410,EVS Inc,10025 Valley View Rd,Ste 140,Eden Prairie,MN,55344.0,USA,9526460236.0,dkim@evs-eng.com,http://www.evs-eng.com,60336-000,Engineers - Civil,10/1/1979 0:00,,False,A+,100.0,125.0,0.0,False,Small,False,9/22/2022 8:55,BBB,,,,,,,,,1,
916,704,96382736,R & K Carpet Services Inc,8731 Queen Ave S,,Bloomington,MN,55431.0,USA,,carpetman@q.com,https://www.q.com/,30089-000,Carpet & Rug Binding,8/3/2004 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,10/29/2020 3:52,Email,,,,,,,,,0,
917,704,1000005379,"Fresh Look Paintings, LLC",105 2nd Ave SW Apt 4,,Hutchinson,MN,55350.0,USA,3204126749.0,sizzard@hutchtel.net,https://www.hutchtel.net/,10094-000,Paint Removing,1/21/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,4/23/2022 8:16,Email,,,,,,,,,0,
918,704,1000026403,Borderline Pest Control LLC,15431 640th Ave,,Adams,MN,55909.0,USA,5074383998.0,,https://www.facebook.com/borderlinepestcontrol/,60650-000,Pest Control Services,3/15/2018 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,5/16/2022 8:04,BBB,,,,,,,,,1,
919,704,1000045683,Geek on the Go,1471 4th Ave East,,Dickinson,ND,58601.0,USA,7016907457.0,,http://www.geekonthego.net/,85272-110,Tech Support,4/15/2021 0:00,,False,A,94.0,1.0,,False,Micro-small,False,11/21/2022 8:39,BBB,,,,,,,,,1,
920,704,96348555,Clinic Sofia OB GYN,6545 France Ave S STE 490,,Edina,MN,55435.0,USA,9529227600.0,sofia@clinicsofia.com,http://www.clinicsofia.com,60218-000,Clinics,1/1/2005 0:00,,False,A+,100.0,25.0,,False,Micro-small,False,4/28/2022 8:18,BBB,,,,,,,,,1,
921,704,96595359,"Park Rapids Hardwood Flooring, LLC",16226 Discovery Cir,,Park Rapids,MN,56470.0,USA,2182551881.0,PRWOODFLOORS@GMAIL.COM,http://www.prhardwoodfloors.com/,85366-000,Contractors - Flooring,10/22/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,1/21/2023 8:56,BBB,,,,,,,,,1,
922,704,96176572,Timesavers LLC,11123 89th Ave N,,Maple Grove,MN,55369.0,USA,7634886600.0,glarson@timesaversinc.com,http://www.timesaversinc.com,30132-000,Contract Manufacturing,1/1/1946 0:00,,False,A+,100.0,75.0,,False,Micro-small,False,11/24/2022 9:01,BBB,,,,,,,,,1,
923,704,96236502,AEM Electric Services Corporation,8201 Central Ave NE # M,,Minneapolis,MN,55432.0,USA,7637837080.0,schoenrock@aemelectric.com,https://www.yelp.com/biz/aem-electric-services-minneapolis,10049-000,Electricians,8/30/2010 0:00,,False,A+,100.0,20.0,,False,Small,False,7/21/2022 8:46,BBB,,,,,,,,,0,
924,704,1000051092,Fireaway Inc,5852 Baker Rd,,Minnetonka,MN,55345.0,USA,9529359745.0,ldillon@statx.com,http://www.statx.com/,55562-000,Fire Protection,1/4/2011 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,12/20/2022 8:57,BBB,,,,,,,,,1,
925,704,96174663,Mopar Mel&#39;s Classic Restoration,602 N Mill St,,Fertile,MN,56540.0,USA,2182891185.0,mel@moparmel.com,http://moparmel.com,60105-000,Auto Restoration,1/1/2004 0:00,,False,A+,100.0,1.0,,False,Micro-small,False,7/16/2022 8:36,BBB,,,,,,,,,0,
926,704,96112121,"Michael Colbert, DDS",10182 Lancaster Ln N,,Osseo,MN,55369.0,USA,7634244544.0,mikecolbertdds@yahoo.com,http://www.michaelcolbertdds.com,60289-000,Dentists,1/1/1978 0:00,,False,A+,100.0,4.0,,False,Small,False,7/1/2021 4:10,BBB,,,,,,,,,1,
927,704,96271374,Sign-Symbol.com,230 Broadway N,,Fargo,ND,58102.0,USA,7012353840.0,,http://www.Sign-Symbol.com,30351-000,"Linings - Plastic, Membrane",1/1/1984 0:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,1/9/2022 9:15,BBB,,,,,,,,,0,
928,704,96101513,Groveland Gallery,25 Groveland Ter,,Minneapolis,MN,55403.0,USA,6123777800.0,,http://www.grovelandgallery.com,60060-000,"Art Galleries, Dealers & Consultants",1/1/1984 0:00,,False,A+,100.0,2.0,,False,Micro-small,False,1/27/2021 4:41,BBB,,,,,,,,,1,
929,704,21001939,"Olson Concrete & Masonry, Inc.",9206 Clinton Ave S,,Minneapolis,MN,55420.0,USA,9528981661.0,brad@epgunderson.com,http://www.epgunderson.com,10032-000,Concrete Contractors,4/1/1943 0:00,7/7/2020 0:00,False,NR,0.0,4.0,,False,Micro-small,False,12/1/2021 4:53,BBB,,,,,,,,,0,
930,704,96097044,Peter Allen LLC,5610 Maplewood Rd,,Carver,MN,55315.0,USA,9523687177.0,peter@peterallenco.com,http://www.peterallenco.com,61003-000,Real Estate - Rentals by Individuals,1/1/2005 0:00,,False,A+,100.0,,0.0,False,Small,False,4/16/2020 3:53,BBB,,,,,,,,,0,
931,704,9000747,KCI Concrete & Masonry Construction Inc,9175 Isanti St NE,,Minneapolis,MN,55449.0,USA,7637863625.0,kciconcrete@gmail.com,http://www.kciconcreteinc.com,10089-000,Mason Contractors,9/1/1965 0:00,,False,A+,100.0,20.0,,False,Micro-small,False,8/11/2022 15:56,BBB,,,,,,,,,1,
932,704,96026372,New Market Bank,20151 Icenic Trl,,Lakeville,MN,55044.0,USA,9524691600.0,info@newmarket.bank,http://www.newmarket.bank,20003-000,Banks,1/1/1988 0:00,,False,A+,100.0,21.0,,False,Small,False,10/5/2021 3:59,BBB,,,,,,,,,1,
933,704,22000776,"61 Marine & Sports, Inc.",11730 Point Douglas Dr S,,Hastings,MN,55033.0,USA,6514373522.0,alstewart@61marine.com,http://www.61marine.com,30787-000,Marine Sales & Service,8/21/1997 0:00,,False,A+,100.0,15.0,0.0,False,Small,False,5/26/2022 8:10,BBB,,,,,,,,,1,
934,704,96591136,JL Beers,1230 Co Rd 42,,Burnsville,MN,55337.0,USA,9524566939.0,burnsvillejlb@gmail.com,http://www.jlbeers.com/burnsville,50544-000,Restaurants,10/6/2011 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/20/2022 8:59,BBB,,,,,,,,,1,
935,704,96355329,GEC Cabinet LLC,1500 Washington Ave N,,Minneapolis,MN,55411.0,USA,6128776999.0,contact@geccabinetdepot.com,http://www.geccabinetdepot.com,50373-000,Kitchen Cabinets & Equipment - Household,6/1/2011 0:00,,False,A+,100.0,3.0,,False,Micro-small,False,1/7/2021 3:52,BBB,,,,,,,,,1,
936,704,96048070,Cummins Npower,3115 Truck Center Dr,,Duluth,MN,55806.0,USA,2186283641.0,joel.d.erickson@cummins.com,http://www.cummins.com,60340-000,Engines - Fuel Injection Service & Parts,2/1/2007 0:00,,False,A+,100.0,11.0,,False,Small,False,1/28/2022 9:32,BBB,,,,,,,,,1,
937,704,96350928,Xpress Locksmith Minneapolis,1913 Franklin Ave SE,,Minneapolis,MN,55414.0,USA,6129682317.0,dannycorik12@ymail.com,http://www.xpress-locksmith.com,60522-000,Locks & Locksmiths,1/1/2011 0:00,,False,A+,100.0,3.0,,False,Micro-small,False,1/29/2022 9:44,BBB,,,,,,,,,0,
938,704,96158890,"Wildlife Control Now, LLC",8310 Lake Elmo Ave N,,Stillwater,MN,55082.0,USA,6517056585.0,steve@wildlifecontrolnow.com,http://www.wildlifecontrolnow.com,60650-000,Pest Control Services,4/1/2010 0:00,,False,A+,100.0,3.0,0.0,False,Micro-small,False,3/17/2022 8:43,BBB,,,,,,,,,0,
939,704,96375329,The Cake Pan Lady,17699 Landmark Ct.,,Lakeville,MN,55044.0,USA,9528927267.0,info@thecakepanlady.com,http://www.thecakepanlady.com,50122-000,Cake Decorating Equipment & Supplies,1/1/2001 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,12/5/2021 3:57,BBB,,,,,,,,,1,
940,704,1000010382,Epic Event Rental Inc.,14650 Martin Drive,,Eden Prairie,MN,55344.0,USA,9529446916.0,kim@epicrentalmn.com,http://www.epicrentalmn.com/,65259-000,Event Planners,9/9/2015 0:00,,False,A+,98.87,1.0,0.0,False,Micro-small,False,3/28/2019 4:18,BBB,,,,,,,,,1,
941,704,96003408,All My Sons Moving & Storage,2400 Old Mill Rd,,Carrollton,TX,75007.0,USA,6123551313.0,mrichmond@allmysons.com,http://www.allmysons.com/minneapolis/index.aspx,70571-000,Movers,6/25/2003 0:00,1/30/2018 0:00,False,NR,0.0,75.0,,False,Small,False,6/1/2022 21:23,BBB,,,,,,,,,1,
942,704,1000002701,Animusecom,3152 Elliot Ave,,Minneapolis,MN,55407.0,USA,6128232880.0,,http://www.animuse.com,60280-000,Data Processing Service,1/1/2009 0:00,,False,NR,0.0,2.0,0.0,False,Micro-small,False,1/30/2023 8:33,BBB,,,,,,,,,1,
943,704,96538793,Curbscapes,PO Box 5342,,Fargo,ND,58105.0,USA,7017991231.0,,http://www.facebook.com/curbscapes.fargo?fref=ts,00155-000,Landscape Contractors,1/1/1999 0:00,8/10/2021 0:00,False,NR,0.0,1.0,,False,Micro-small,False,3/17/2022 8:43,BBB,,,,,,,,,1,
944,704,1000007858,Lisa Nelson Designs LLC,8800 Humboldt Ave N,,Brooklyn Park,MN,55444.0,USA,7635606060.0,,https://lisanelsondesigns.com/,80411-000,Jewelry Designers,8/30/2010 0:00,,False,NR,0.0,1.0,0.0,False,Micro-small,False,1/22/2023 8:40,BBB,,,,,,,,,1,
945,704,1000023728,Tinwood Homes,1084 167th Ave Nw,,Andover,MN,55304.0,USA,6125681208.0,cadie@tinwoodhomes.com,https://tinwoodhomes.com/,10035-000,Contractors - General,9/11/2012 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,8/18/2022 8:20,BBB,,,,,,,,,1,
946,704,96148208,S&S Motors,133 Zieske Rd,,Courtland,MN,56021.0,USA,5073548634.0,kschaefer@newulmtel.net,http://www.ssmotors.com,50040-000,Auto Dealers - Used Cars,1/1/1986 0:00,,False,A+,100.0,13.0,,False,Small,False,11/10/2022 9:22,BBB,,,,,,,,,1,
947,704,1000038289,Blue Pearl Pet Hospital,7717 Flying Cloud Dr,,Eden Prairie ,MN,55344.0,USA,9529428272.0,clientcare.mn@bluepearlvet.com,https://bluepearlvet.com/hospital/eden-prairie-mn/,00222-000,Veterinarians,6/18/2020 0:00,,False,A-,92.32,1.0,0.0,False,Micro-small,False,8/4/2022 8:31,BBB,,,,,,,,,1,
948,704,43001591,"Multi-Tech Systems, Inc.",2205 Woodale Dr,,Saint Paul,MN,55112.0,USA,7637853500.0,sales@multitech.com,http://www.multitech.com,80229-000,Data Communications Equipment & Systems,1/1/1970 0:00,,False,A+,100.0,250.0,,False,Medium,False,7/21/2021 5:18,BBB,,,,,,,,,1,
949,704,1000047961,Aurora Consulting,1229 Tyler St NE Ste 285,,Minneapolis,MN,55413.0,USA,6125843953.0,scohn@auroraconsult.com,https://www.auroraconsult.com/,44021-000,Consultant,10/28/2016 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,8/19/2021 4:23,BBB,,,,,,,,,1,
950,704,1000057156,Corner Bait,500 Walnut Ave,,Madison Lake,MN,56063.0,USA,5072434464.0,nate@cornerbait.org,http://www.cornerbait.org,50265-000,Fishing Bait,10/6/2016 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,2/1/2023 8:58,BBB,,,,,,,,,1,
951,704,96345568,HomeNeeds.co LLC,3950 N Shore Dr,,Mound,MN,55364.0,USA,6518080171.0,hailpros@gmail.com,http://www.homeneeds.co,10177-000,Construction & Remodeling Services,1/1/2009 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,8/9/2020 4:12,BBB,,,,,,,,,0,
952,704,57000086,Integrated Equity Management Inc,8009 34th Ave S Ste 1550,,Bloomington,MN,55425.0,USA,9528545544.0,ted@integratedequity.net,http://www.integratedequity.net/,60349-000,Estate Planning & Management,2/1/1984 0:00,,False,A+,100.0,15.0,0.0,False,Micro-small,False,4/27/2022 8:40,BBB,,,,,,,,,1,
953,704,96595887,SEEK Careers/Staffing,1981 Silver Bell Road,,Eagan,MN,55122.0,USA,6512003456.0,Info@seekcareers.com,http://www.seekcareers.com,60328-100,Employment Service,9/28/2006 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,12/2/2022 9:29,BBB,,,,,,,,,1,
954,704,1000061495,CDA,705 N Walnut St ,,Chaska,MN,55318.0,USA,9524487715.0,,https://www.carvercda.org/,65840-200,Low Income Housing,,,False,NR,0.0,1.0,,False,Micro-small,False,1/4/2023 9:06,BBB,,,,,,,,,1,
955,704,1000060599,Vogel Venture LLC,10621 McCool Ct,,Burnsville,MN,55337.0,USA,6123277735.0,heather@vogelventure.com,https://www.vogelventure.com/,60538-000,Marketing Consultants,11/3/2021 0:00,,False,A-,92.58,1.0,0.0,False,Micro-small,False,11/15/2022 9:13,BBB,,,,,,,,,1,
956,704,1000016689,Derry D Walker Independent Agent - The Assurance Group,1065 212th Ave NE,,East Bethel,MN,55011.0,USA,6513871266.0,ddwalker@assuregrp.com,http://www.assuregrp.com,20029-000,Insurance - Life,1/1/2017 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,8/20/2021 4:26,BBB,,,,,,,,,1,
957,704,96326357,"1-2 Tree Moving & Transplanting, LLC",13541 Hemlock Ln N,,Dayton,MN,55327.0,USA,7632213999.0,trsinmn@yahoo.com,http://12treemoving.com/,00219-000,Tree Service,12/16/2009 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,9/2/2022 8:26,BBB,,,,,,,,,1,
958,704,96090487,Joint Powers Water Board,11100 50th St NE,,Albertville,MN,55301.0,USA,7634973611.0,kelly.daleiden@veoliawaterna.com,https://jointpowerswater.com/,70647-000,Water Companies - Utility,12/31/1978 0:00,,False,A+,100.0,10.0,,False,Small,False,7/8/2022 12:23,BBB,,,,,,,,,1,
959,704,96557935,Luxury Bath Remodeling LLC,2717 Highway 14 W STE L,,Rochester,MN,55901.0,USA,5072815637.0,loren@luxurybathrochester.com,http://www.luxurybathrochester.com,10177-101,Bathroom Remodeling,6/19/2014 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,8/5/2022 8:38,BBB,,,,,,,,,1,
960,704,1000019590,Point Electric Inc,8201 10th Ave S,,Minneapolis,MN,55420.0,USA,9528579867.0,info@pointelectric.net,https://pointelectric.net/,10049-000,Electricians,10/19/2016 0:00,,False,A+,100.0,1.0,0.0,False,Micro-small,False,11/24/2021 4:23,BBB,,,,,,,,,1,
961,704,96010139,A-1 Concrete Leveling,22522 165th St NW,,Elk River,MN,55330.0,USA,7632622827.0,vande@connections-etc.net,http://www.a1concrete.com,00171-000,Mud Jacking Contractors,1/1/2000 0:00,,True,A+,100.0,3.0,0.0,False,Micro-small,False,1/4/2023 9:04,BBB,,,,,,,,,1,
